지점,일시,풍향(deg),풍속(KT),순간풍속(KT),시정(m),일기현상,전운량(1/8),1층 운량(1/8),2층 운량(1/8),3층 운량(1/8),4층 운량(1/8),1층 운형,2층 운형,3층 운형,4층 운형,1층 운고(FT),2층 운고(FT),3층 운고(FT),4층 운고(FT),기온(°C),이슬점온도(°C),해면기압(hPa),현지기압(hPa),강수량(mm)
182,2019-01-29 09:00,20,3,,10000,,3,3.0,,,,6.0,,,,3000.0,,,,4.4,-2.2,1028.1,1024.8,
182,2019-01-29 10:00,210,2,,10000,,0,,,,,,,,,,,,,5.7,-2.0,1028.4,1025.1,
182,2019-01-29 11:00,40,2,,10000,,0,,,,,,,,,,,,,6.1,-2.3,1028.4,1025.1,
182,2019-01-29 12:00,20,6,,10000,,0,,,,,,,,,,,,,6.8,-1.2,1028.0,1024.7,
182,2019-01-29 13:00,30,6,,10000,,0,,,,,,,,,,,,,7.4,-0.7,1027.0,1023.7,
182,2019-01-29 14:00,40,7,,10000,,0,,,,,,,,,,,,,7.5,-0.5,1026.7,1023.4,
182,2019-01-29 15:00,40,6,,10000,,0,,,,,,,,,,,,,8.2,0.2,1026.5,1023.2,
182,2019-01-29 16:00,40,6,,10000,,2,2.0,,,,6.0,,,,3000.0,,,,7.9,0.6,1026.7,1023.4,
182,2019-01-29 17:00,50,6,,10000,,3,3.0,,,,6.0,,,,3000.0,,,,7.7,1.0,1026.6,1023.3,
182,2019-01-29 18:00,80,8,,10000,,3,3.0,,,,6.0,,,,2500.0,,,,6.7,1.0,1026.2,1022.9,
182,2019-01-29 19:00,120,4,,10000,,2,2.0,,,,6.0,,,,3000.0,,,,6.5,1.0,1026.1,1022.8,
182,2019-01-29 20:00,120,4,,10000,,3,1.0,3.0,,,6.0,0.0,,,3000.0,18000.0,,,6.6,0.8,1027.1,1023.8,
182,2019-01-29 21:00,190,4,,10000,,3,1.0,3.0,,,6.0,0.0,,,3000.0,18000.0,,,5.7,0.6,1027.1,1023.8,
182,2019-01-29 22:00,210,2,,10000,,3,1.0,3.0,,,6.0,3.0,,,3000.0,15000.0,,,4.9,0.0,1026.9,1023.6,
182,2019-01-29 23:00,130,2,,10000,,3,1.0,3.0,,,6.0,3.0,,,3000.0,15000.0,,,5.7,0.8,1026.6,1023.3,
182,2019-01-30 00:00,280,1,,10000,,5,2.0,5.0,,,6.0,3.0,,,3000.0,12000.0,,,5.5,1.2,1026.7,1023.4,
182,2019-01-30 01:00,190,3,,10000,,5,3.0,5.0,,,6.0,3.0,,,3000.0,12000.0,,,6.7,1.1,1026.4,1023.1,
182,2019-01-30 02:00,200,6,,10000,,6,3.0,6.0,,,6.0,3.0,,,3000.0,12000.0,,,7.6,3.2,1026.5,1023.2,
182,2019-01-30 03:00,330,4,,10000,,6,3.0,6.0,,,6.0,3.0,,,3000.0,10000.0,,,8.2,2.1,1026.6,1023.3,
182,2019-01-30 04:00,320,6,,10000,,6,3.0,6.0,,,6.0,3.0,,,2500.0,9000.0,,,7.8,2.3,1026.6,1023.3,
182,2019-01-30 05:00,340,3,,10000,,6,3.0,6.0,,,6.0,3.0,,,2500.0,9000.0,,,7.3,2.4,1026.5,1023.2,
182,2019-01-30 06:00,160,1,,10000,,6,3.0,6.0,,,6.0,3.0,,,2500.0,9000.0,,,7.0,2.4,1026.5,1023.2,
182,2019-01-30 07:00,20,1,,10000,,7,4.0,7.0,,,6.0,3.0,,,2500.0,9000.0,,,7.0,2.6,1026.5,1023.2,
182,2019-01-30 08:00,160,3,,10000,,8,5.0,8.0,,,6.0,4.0,,,2500.0,9000.0,,,7.1,2.9,1026.5,1023.2,
182,2019-01-30 09:00,190,2,,10000,,8,5.0,8.0,,,6.0,4.0,,,3000.0,8000.0,,,7.6,3.2,1026.9,1023.6,
182,2019-01-30 10:00,220,3,,10000,,8,4.0,8.0,,,6.0,4.0,,,2500.0,9000.0,,,8.4,3.5,1027.0,1023.7,
182,2019-01-30 11:00,250,2,,10000,,8,4.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,8.8,3.8,1026.7,1023.4,
182,2019-01-30 12:00,320,4,,10000,,8,4.0,8.0,,,6.0,4.0,,,2500.0,9000.0,,,9.1,3.8,1026.0,1022.7,
182,2019-01-30 13:00,290,5,,10000,,8,4.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,9.1,3.4,1025.3,1022.0,
182,2019-01-30 14:00,300,5,,10000,,8,5.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,8.7,3.3,1024.3,1021.0,
182,2019-01-30 15:00,300,5,,10000,,8,5.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,8.4,3.4,1023.6,1020.3,
182,2019-01-30 16:00,320,4,,10000,,8,3.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,8.2,2.6,1023.2,1019.9,
182,2019-01-30 17:00,300,3,,10000,,8,4.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,8.1,1.6,1023.0,1019.7,
182,2019-01-30 18:00,290,3,,10000,60.0,8,5.0,8.0,,,6.0,4.0,,,3000.0,8000.0,,,7.8,1.1,1023.1,1019.8,0.0
182,2019-01-30 19:00,250,3,,10000,60.0,8,6.0,8.0,,,6.0,4.0,,,3000.0,8000.0,,,7.3,2.0,1023.2,1019.9,0.0
182,2019-01-30 20:00,210,3,,10000,21.0,8,3.0,8.0,,,6.0,4.0,,,3000.0,8000.0,,,7.2,2.5,1022.9,1019.6,0.0
182,2019-01-30 21:00,200,3,,10000,61.0,8,5.0,8.0,,,6.0,4.0,,,3000.0,8000.0,,,7.1,1.5,1023.2,1019.9,0.0
182,2019-01-30 22:00,230,2,,10000,21.0,8,5.0,8.0,,,6.0,4.0,,,3000.0,8000.0,,,7.1,0.9,1023.1,1019.8,0.0
182,2019-01-30 23:00,160,2,,10000,21.0,8,5.0,8.0,,,6.0,4.0,,,3000.0,8000.0,,,7.2,0.4,1022.3,1019.0,0.0
182,2019-01-31 00:00,100,3,,10000,,8,5.0,8.0,,,6.0,4.0,,,4000.0,10000.0,,,7.2,0.4,1021.7,1018.4,
182,2019-01-31 01:00,80,1,,10000,,8,5.0,8.0,,,6.0,4.0,,,3500.0,10000.0,,,7.0,1.0,1021.1,1017.8,
182,2019-01-31 02:00,10,4,,10000,,8,5.0,8.0,,,6.0,4.0,,,3500.0,10000.0,,,7.6,0.8,1020.4,1017.1,
182,2019-01-31 03:00,10,5,,10000,61.0,8,5.0,8.0,,,6.0,4.0,,,3000.0,8000.0,,,7.8,1.1,1019.5,1016.2,0.0
182,2019-01-31 04:00,140,6,,6000,61.0,8,5.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,6.4,2.9,1019.0,1015.7,0.0
182,2019-01-31 05:00,140,4,,8000,61.0,8,5.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,5.6,3.4,1018.5,1015.2,0.5
182,2019-01-31 06:00,40,8,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,2500.0,8000.0,,6.0,4.0,1017.9,1014.6,0.0
182,2019-01-31 07:00,120,6,,4000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,2500.0,8000.0,,5.5,4.1,1017.6,1014.3,1.0
182,2019-01-31 08:00,60,10,,4000,63.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,500.0,2500.0,8000.0,,5.8,4.5,1017.3,1014.0,2.5
182,2019-01-31 09:00,20,13,,2500,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,600.0,2500.0,7000.0,,5.6,4.1,1017.8,1014.5,2.0
182,2019-01-31 10:00,30,10,,4200,63.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,900.0,2500.0,7000.0,,4.9,2.9,1018.2,1014.9,3.0
182,2019-01-31 11:00,10,12,,5000,63.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,7000.0,,4.4,2.5,1019.2,1015.9,3.5
182,2019-01-31 12:00,360,19,32.0,3500,63.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,700.0,2500.0,7000.0,,3.4,1.9,1020.0,1016.7,3.5
182,2019-01-31 13:00,360,20,37.0,3500,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,800.0,2500.0,7000.0,,3.6,2.0,1020.8,1017.5,1.5
182,2019-01-31 14:00,350,13,,6000,61.0,8,1.0,6.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,7000.0,,3.5,1.6,1020.7,1017.4,1.0
182,2019-01-31 15:00,350,12,24.0,10000,60.0,8,1.0,6.0,8.0,,7.0,6.0,5.0,,1200.0,2500.0,7000.0,,3.0,-0.4,1020.6,1017.3,0.0
182,2019-01-31 16:00,350,13,,10000,21.0,7,2.0,7.0,,,7.0,6.0,,,1500.0,2500.0,,,3.2,-0.3,1021.3,1018.0,0.5
182,2019-01-31 17:00,340,15,,10000,,7,7.0,,,,6.0,,,,2500.0,,,,3.7,-2.4,1022.6,1019.3,
182,2019-01-31 18:00,330,11,22.0,10000,,7,7.0,,,,6.0,,,,3500.0,,,,3.7,-3.0,1022.9,1019.6,
182,2019-01-31 19:00,340,10,,10000,,6,6.0,,,,6.0,,,,3500.0,,,,3.3,-3.4,1023.8,1020.5,
182,2019-01-31 20:00,320,11,,10000,,7,7.0,,,,6.0,,,,3500.0,,,,3.4,-3.8,1024.8,1021.5,
182,2019-01-31 21:00,320,11,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.3,-3.1,1025.8,1022.4,
182,2019-01-31 22:00,330,11,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.1,-4.7,1025.5,1022.1,
182,2019-01-31 23:00,310,11,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.2,-4.1,1025.3,1021.9,
182,2019-02-01 00:00,320,13,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.4,-4.1,1026.1,1022.7,
182,2019-02-01 01:00,330,13,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.4,-3.7,1026.2,1022.8,
182,2019-02-01 02:00,330,15,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.3,-3.8,1026.0,1022.6,
182,2019-02-01 03:00,320,16,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.8,-3.7,1025.9,1022.6,
182,2019-02-01 04:00,320,14,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.8,-3.6,1025.9,1022.6,
182,2019-02-01 05:00,330,14,26.0,10000,,7,7.0,,,,6.0,,,,4000.0,,,,3.9,-3.9,1026.1,1022.8,
182,2019-02-01 06:00,310,13,,10000,,7,7.0,,,,6.0,,,,3000.0,,,,3.5,-5.7,1026.1,1022.7,
182,2019-02-01 07:00,320,12,,10000,,7,7.0,,,,6.0,,,,4000.0,,,,3.6,-5.4,1026.2,1022.8,
182,2019-02-01 08:00,310,10,,10000,,7,7.0,,,,6.0,,,,5000.0,,,,3.7,-5.6,1027.1,1023.7,
182,2019-02-01 09:00,290,9,,10000,,7,7.0,,,,6.0,,,,3500.0,,,,3.4,-3.7,1027.4,1024.0,
182,2019-02-01 10:00,320,11,,10000,26.0,7,7.0,,,,6.0,,,,3000.0,,,,4.4,-4.4,1027.7,1024.4,0.0
182,2019-02-01 11:00,300,11,,10000,,6,6.0,,,,6.0,,,,4000.0,,,,4.6,-5.2,1027.7,1024.4,
182,2019-02-01 12:00,300,10,,10000,,5,5.0,,,,6.0,,,,4000.0,,,,5.1,-4.8,1027.5,1024.2,
182,2019-02-01 13:00,300,11,,10000,,7,7.0,,,,6.0,,,,4000.0,,,,5.4,-3.9,1026.9,1023.6,
182,2019-02-01 14:00,320,11,,10000,,7,7.0,,,,6.0,,,,3500.0,,,,5.4,-3.2,1026.3,1023.0,
182,2019-02-01 15:00,300,11,,10000,,7,7.0,,,,6.0,,,,4000.0,,,,5.4,-3.3,1025.8,1022.5,
182,2019-02-01 16:00,310,10,,10000,,7,7.0,,,,6.0,,,,4000.0,,,,5.7,-3.1,1025.8,1022.5,
182,2019-02-01 17:00,310,9,,10000,,7,7.0,,,,6.0,,,,4000.0,,,,5.6,-3.3,1025.7,1022.4,
182,2019-02-01 18:00,290,7,,10000,,7,7.0,,,,6.0,,,,3500.0,,,,5.5,-3.6,1025.6,1022.3,
182,2019-02-01 19:00,300,7,,10000,,7,7.0,,,,6.0,,,,4000.0,,,,5.4,-2.9,1025.7,1022.4,
182,2019-02-01 20:00,290,5,,10000,,6,6.0,,,,6.0,,,,3500.0,,,,5.3,-2.5,1025.7,1022.4,
182,2019-02-01 21:00,230,5,,10000,,6,6.0,,,,6.0,,,,3500.0,,,,3.8,-2.2,1025.7,1022.4,
182,2019-02-01 22:00,210,6,,10000,,5,5.0,,,,6.0,,,,3500.0,,,,4.3,-2.0,1025.8,1022.5,
182,2019-02-01 23:00,190,5,,10000,,4,4.0,,,,6.0,,,,4000.0,,,,4.3,-2.0,1025.5,1022.2,
182,2019-02-02 00:00,190,5,,10000,,4,4.0,,,,6.0,,,,4000.0,,,,4.6,-2.0,1025.6,1022.3,
182,2019-02-02 01:00,190,6,,10000,,4,4.0,,,,6.0,,,,4000.0,,,,4.9,-1.5,1025.7,1022.4,
182,2019-02-02 02:00,200,6,,10000,,6,6.0,,,,6.0,,,,4000.0,,,,5.2,-1.5,1025.3,1022.0,
182,2019-02-02 03:00,230,8,,10000,,6,6.0,,,,6.0,,,,4000.0,,,,4.5,-1.8,1025.0,1021.7,
182,2019-02-02 04:00,210,7,,10000,,6,6.0,,,,6.0,,,,4000.0,,,,4.7,-1.0,1024.6,1021.3,
182,2019-02-02 05:00,230,7,,10000,,7,7.0,,,,6.0,,,,4000.0,,,,5.7,-0.7,1024.8,1021.5,
182,2019-02-02 06:00,220,7,,10000,,7,7.0,,,,6.0,,,,4000.0,,,,5.6,-0.5,1024.4,1021.1,
182,2019-02-02 07:00,220,7,,10000,,7,7.0,,,,6.0,,,,3500.0,,,,6.0,0.0,1024.9,1021.6,
182,2019-02-02 08:00,220,7,,10000,,7,7.0,,,,6.0,,,,3500.0,,,,6.2,-0.2,1025.3,1022.0,
182,2019-02-02 09:00,220,7,,9000,5.0,7,7.0,,,,6.0,,,,3500.0,,,,7.1,-0.3,1025.6,1022.3,
182,2019-02-02 10:00,230,8,,10000,,3,3.0,,,,6.0,,,,3000.0,,,,8.4,-0.1,1025.3,1022.0,
182,2019-02-02 11:00,190,4,,10000,,0,,,,,,,,,,,,,9.2,-1.5,1024.8,1021.5,
182,2019-02-02 12:00,80,5,,10000,,0,,,,,,,,,,,,,9.9,-0.3,1024.1,1020.8,
182,2019-02-02 13:00,50,5,,10000,,0,,,,,,,,,,,,,10.1,0.4,1022.9,1019.6,
182,2019-02-02 14:00,60,6,,10000,,0,,,,,,,,,,,,,10.5,1.3,1021.7,1018.4,
182,2019-02-02 15:00,30,6,,10000,,0,,,,,,,,,,,,,10.5,1.3,1021.0,1017.7,
182,2019-02-02 16:00,80,4,,10000,,1,1.0,,,,6.0,,,,3000.0,,,,10.8,1.2,1020.7,1017.4,
182,2019-02-02 17:00,70,5,,10000,,6,6.0,,,,3.0,,,,12000.0,,,,10.4,1.2,1020.3,1017.0,
182,2019-02-02 18:00,60,4,,10000,,7,7.0,,,,3.0,,,,12000.0,,,,10.2,1.9,1019.6,1016.3,
182,2019-02-02 19:00,260,2,,10000,,7,7.0,,,,3.0,,,,12000.0,,,,10.4,2.2,1020.1,1016.8,
182,2019-02-02 20:00,130,4,,10000,,8,2.0,8.0,,,6.0,4.0,,,4000.0,10000.0,,,10.3,2.5,1019.6,1016.3,
182,2019-02-02 21:00,130,6,,10000,,8,3.0,8.0,,,6.0,4.0,,,4000.0,10000.0,,,10.9,2.5,1019.1,1015.8,
182,2019-02-02 22:00,110,3,,10000,,8,3.0,8.0,,,6.0,4.0,,,3500.0,10000.0,,,11.2,1.7,1018.3,1015.1,
182,2019-02-02 23:00,120,4,,10000,,8,5.0,8.0,,,6.0,4.0,,,3000.0,10000.0,,,11.6,2.6,1018.1,1014.9,
182,2019-02-03 00:00,70,5,,10000,,8,5.0,8.0,,,6.0,4.0,,,3000.0,10000.0,,,12.3,4.3,1017.6,1014.4,
182,2019-02-03 01:00,60,6,,10000,,8,5.0,8.0,,,6.0,4.0,,,4000.0,10000.0,,,12.8,7.1,1016.9,1013.7,
182,2019-02-03 02:00,110,7,,10000,60.0,8,6.0,8.0,,,6.0,4.0,,,3500.0,9000.0,,,13.3,7.2,1016.3,1013.1,0.0
182,2019-02-03 03:00,200,13,,10000,60.0,8,1.0,6.0,8.0,,7.0,6.0,4.0,,1500.0,3500.0,9000.0,,16.7,11.2,1015.0,1011.8,0.0
182,2019-02-03 04:00,210,20,35.0,10000,61.0,8,1.0,6.0,8.0,,7.0,6.0,4.0,,1500.0,3500.0,9000.0,,16.7,12.4,1013.1,1009.9,0.5
182,2019-02-03 05:00,220,18,,6000,61.0,8,1.0,6.0,8.0,,7.0,6.0,5.0,,1500.0,3500.0,8000.0,,17.0,13.5,1012.3,1009.1,1.5
182,2019-02-03 06:00,230,27,42.0,6000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,8000.0,,17.5,15.0,1011.9,1008.7,4.5
182,2019-02-03 07:00,240,25,42.0,6000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,8000.0,,17.7,15.4,1011.8,1008.6,2.0
182,2019-02-03 08:00,250,23,36.0,6000,60.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,8000.0,,17.3,15.0,1012.7,1009.5,0.0
182,2019-02-03 09:00,250,20,31.0,6000,60.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,8000.0,,16.8,14.6,1013.4,1010.2,0.0
182,2019-02-03 10:00,250,18,,7000,10.0,8,2.0,6.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,8000.0,,16.3,14.1,1013.6,1010.4,0.0
182,2019-02-03 11:00,250,17,,8000,10.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,16.7,14.2,1013.4,1010.2,
182,2019-02-03 12:00,250,20,,8000,10.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,16.5,13.1,1013.5,1010.3,
182,2019-02-03 13:00,260,14,,6000,60.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,14.7,11.9,1013.5,1010.3,0.0
182,2019-02-03 14:00,280,12,23.0,6000,60.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,12.7,10.5,1013.4,1010.2,0.0
182,2019-02-03 15:00,290,10,,5000,61.0,8,3.0,6.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,11.7,10.1,1013.5,1010.3,0.0
182,2019-02-03 16:00,300,10,,6000,61.0,8,3.0,6.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,10.9,9.2,1013.9,1010.7,0.5
182,2019-02-03 17:00,290,12,,6000,60.0,8,3.0,6.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,10.5,8.2,1014.8,1011.6,0.0
182,2019-02-03 18:00,290,10,,6000,10.0,8,3.0,6.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,9.8,7.2,1015.9,1012.6,0.0
182,2019-02-03 19:00,300,12,,6000,10.0,8,3.0,6.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,9.5,6.1,1017.4,1014.1,
182,2019-02-03 20:00,300,12,,4000,61.0,8,3.0,6.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,8000.0,,8.8,5.3,1018.0,1014.7,1.0
182,2019-02-03 21:00,310,16,,6000,61.0,8,2.0,6.0,8.0,,7.0,6.0,4.0,,1500.0,3000.0,10000.0,,9.2,5.7,1019.3,1016.0,0.0
182,2019-02-03 22:00,320,15,,6000,61.0,8,2.0,6.0,8.0,,7.0,6.0,4.0,,1500.0,3000.0,10000.0,,9.1,5.8,1020.2,1016.9,0.0
182,2019-02-03 23:00,310,14,,10000,21.0,8,2.0,6.0,8.0,,7.0,6.0,4.0,,1500.0,2500.0,10000.0,,9.2,5.4,1020.9,1017.6,0.0
182,2019-02-04 00:00,320,16,,10000,,8,5.0,8.0,,,6.0,4.0,,,2500.0,10000.0,,,9.1,4.7,1021.7,1018.4,
182,2019-02-04 01:00,320,15,,10000,,7,7.0,,,,6.0,,,,2500.0,,,,8.9,5.2,1022.5,1019.2,
182,2019-02-04 02:00,330,16,,7000,5.0,7,7.0,,,,6.0,,,,3000.0,,,,8.6,2.8,1023.7,1020.4,
182,2019-02-04 03:00,340,13,,6000,5.0,7,7.0,,,,6.0,,,,3000.0,,,,7.9,2.0,1024.5,1021.2,
182,2019-02-04 04:00,340,8,,7000,5.0,7,7.0,,,,6.0,,,,3000.0,,,,7.0,0.3,1024.7,1021.4,
182,2019-02-04 05:00,340,10,,10000,,6,6.0,,,,6.0,,,,3000.0,,,,6.7,-0.7,1025.0,1021.7,
182,2019-02-04 06:00,10,9,,10000,,4,4.0,,,,6.0,,,,3000.0,,,,6.2,-2.0,1025.8,1022.5,
182,2019-02-04 07:00,10,9,,10000,,1,1.0,,,,6.0,,,,3000.0,,,,5.7,-4.2,1026.7,1023.4,
182,2019-02-04 08:00,10,9,,10000,,0,,,,,,,,,,,,,5.5,-4.6,1027.6,1024.3,
182,2019-02-04 09:00,30,9,,10000,,0,,,,,,,,,,,,,5.8,-5.2,1028.0,1024.7,
182,2019-02-04 10:00,40,8,,10000,,0,,,,,,,,,,,,,6.2,-5.7,1028.0,1024.7,
182,2019-02-04 11:00,40,6,,10000,,0,,,,,,,,,,,,,6.8,-7.4,1028.3,1025.0,
182,2019-02-04 12:00,10,7,,10000,,0,,,,,,,,,,,,,7.0,-9.0,1027.9,1024.6,
182,2019-02-04 13:00,30,7,,10000,,0,,,,,,,,,,,,,7.3,-7.0,1026.6,1023.3,
182,2019-02-04 14:00,350,5,,10000,,0,,,,,,,,,,,,,7.4,-7.1,1025.8,1022.5,
182,2019-02-04 15:00,20,5,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,7.4,-5.3,1025.3,1022.0,
182,2019-02-04 16:00,20,5,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,7.4,-6.2,1025.2,1021.9,
182,2019-02-04 17:00,30,3,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,7.3,-6.4,1025.0,1021.7,
182,2019-02-04 18:00,340,1,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,6.7,-5.4,1025.6,1022.3,
182,2019-02-04 19:00,190,4,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,6.3,-4.6,1025.6,1022.3,
182,2019-02-04 20:00,220,2,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,6.0,-4.3,1026.2,1022.9,
182,2019-02-04 21:00,190,4,,10000,,0,,,,,,,,,,,,,5.4,-4.0,1026.6,1023.3,
182,2019-02-04 22:00,180,6,,10000,,3,3.0,,,,0.0,,,,16000.0,,,,4.9,-3.8,1026.0,1022.7,
182,2019-02-04 23:00,170,4,,10000,,2,2.0,,,,0.0,,,,16000.0,,,,4.5,-3.3,1025.5,1022.2,
182,2019-02-05 00:00,180,5,,10000,,4,4.0,,,,0.0,,,,16000.0,,,,4.6,-3.3,1024.9,1021.6,
182,2019-02-05 01:00,180,7,,10000,,0,,,,,,,,,,,,,4.2,-2.8,1025.3,1022.0,
182,2019-02-05 02:00,170,5,,10000,,3,3.0,,,,0.0,,,,16000.0,,,,5.0,-2.5,1024.5,1021.2,
182,2019-02-05 03:00,180,6,,10000,,5,5.0,,,,3.0,,,,15000.0,,,,4.5,-2.3,1024.3,1021.0,
182,2019-02-05 04:00,170,5,,10000,,2,2.0,,,,3.0,,,,13000.0,,,,4.2,-2.0,1023.8,1020.5,
182,2019-02-05 05:00,170,6,,10000,,5,5.0,,,,3.0,,,,13000.0,,,,4.2,-1.9,1023.5,1020.2,
182,2019-02-05 06:00,170,6,,10000,,0,,,,,,,,,,,,,3.9,-2.2,1023.1,1019.8,
182,2019-02-05 07:00,160,6,,10000,,0,,,,,,,,,,,,,4.0,-3.0,1022.8,1019.5,
182,2019-02-05 08:00,150,6,,10000,,0,,,,,,,,,,,,,4.8,-3.0,1023.1,1019.8,
182,2019-02-05 09:00,130,4,,10000,,0,,,,,,,,,,,,,7.8,-1.7,1023.6,1020.3,
182,2019-02-05 10:00,90,7,,10000,,0,,,,,,,,,,,,,9.7,0.3,1023.5,1020.2,
182,2019-02-05 11:00,70,8,,10000,,0,,,,,,,,,,,,,10.8,1.5,1023.5,1020.2,
182,2019-02-05 12:00,40,8,,10000,,0,,,,,,,,,,,,,11.7,2.9,1022.5,1019.2,
182,2019-02-05 13:00,40,8,,10000,,0,,,,,,,,,,,,,12.1,3.1,1020.7,1017.5,
182,2019-02-05 14:00,50,14,,10000,,0,,,,,,,,,,,,,12.4,3.4,1019.6,1016.4,
182,2019-02-05 15:00,60,16,,10000,,1,1.0,,,,0.0,,,,20000.0,,,,12.5,3.2,1018.7,1015.5,
182,2019-02-05 16:00,70,18,,10000,,3,3.0,,,,0.0,,,,20000.0,,,,12.6,3.2,1018.3,1015.1,
182,2019-02-05 17:00,90,14,,10000,,6,6.0,,,,0.0,,,,20000.0,,,,12.3,1.7,1018.1,1014.9,
182,2019-02-05 18:00,90,12,,10000,,7,2.0,7.0,,,3.0,0.0,,,10000.0,20000.0,,,11.5,1.9,1018.3,1015.1,
182,2019-02-05 19:00,110,9,,10000,,7,2.0,7.0,,,3.0,0.0,,,10000.0,20000.0,,,11.1,2.2,1018.3,1015.1,
182,2019-02-05 20:00,120,6,,10000,,7,2.0,7.0,,,3.0,0.0,,,10000.0,18000.0,,,10.7,2.6,1018.4,1015.1,
182,2019-02-05 21:00,90,4,,10000,,7,2.0,7.0,,,3.0,0.0,,,8000.0,18000.0,,,10.9,2.8,1018.6,1015.3,
182,2019-02-05 22:00,210,6,,10000,,7,2.0,7.0,,,3.0,0.0,,,8000.0,18000.0,,,10.2,2.8,1018.1,1014.8,
182,2019-02-05 23:00,160,4,,10000,,7,2.0,7.0,,,3.0,0.0,,,8000.0,18000.0,,,9.7,2.3,1017.7,1014.4,
182,2019-02-06 00:00,180,5,,10000,,7,2.0,7.0,,,3.0,0.0,,,8000.0,18000.0,,,9.4,2.5,1017.6,1014.3,
182,2019-02-06 01:00,160,4,,10000,,7,2.0,7.0,,,3.0,0.0,,,8000.0,18000.0,,,9.8,2.0,1017.0,1013.7,
182,2019-02-06 02:00,210,1,,10000,,7,5.0,7.0,,,6.0,0.0,,,3000.0,18000.0,,,9.4,2.0,1016.5,1013.2,
182,2019-02-06 03:00,210,2,,10000,,7,5.0,7.0,,,6.0,3.0,,,3500.0,15000.0,,,9.6,1.6,1016.2,1012.9,
182,2019-02-06 04:00,180,3,,10000,,7,5.0,7.0,,,6.0,3.0,,,3500.0,15000.0,,,10.1,1.3,1016.3,1013.0,
182,2019-02-06 05:00,200,3,,10000,,7,5.0,7.0,,,6.0,3.0,,,3000.0,12000.0,,,10.2,1.5,1017.1,1013.8,
182,2019-02-06 06:00,200,4,,10000,,7,5.0,7.0,,,6.0,3.0,,,3000.0,12000.0,,,10.4,4.3,1017.0,1013.7,
182,2019-02-06 07:00,190,3,,10000,,8,5.0,8.0,,,6.0,4.0,,,3000.0,12000.0,,,10.6,5.3,1017.3,1014.0,
182,2019-02-06 08:00,160,5,,10000,,7,5.0,7.0,,,6.0,3.0,,,3000.0,12000.0,,,10.9,5.7,1016.5,1013.3,
