ÁöÁ¡,ÀÏ½Ã,Ç³Çâ(deg),Ç³¼Ó(KT),¼ø°£Ç³¼Ó(KT),½ÃÁ¤(m),ÀÏ±âÇö»ó,Àü¿î·®(1/8),1Ãþ ¿î·®(1/8),2Ãþ ¿î·®(1/8),3Ãþ ¿î·®(1/8),4Ãþ ¿î·®(1/8),1Ãþ ¿îÇü,2Ãþ ¿îÇü,3Ãþ ¿îÇü,4Ãþ ¿îÇü,1Ãþ ¿î°í(FT),2Ãþ ¿î°í(FT),3Ãþ ¿î°í(FT),4Ãþ ¿î°í(FT),±â¿Â(¡ÆC),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇØ¸é±â¾Ð(hPa),ÇöÁö±â¾Ð(hPa),°­¼ö·®(mm)
110,2019-03-06 01:00,160,5,,2000,10,7,1,4,7,,6,3,0,,3000,12000,18000,,4.5,-.2,1019.4,1017.8,
110,2019-03-06 02:00,170,5,,2000,10,7,1,7,,,7,3,,,1000,12000,,,5.2,.2,1019.1,1017.5,
110,2019-03-06 03:00,200,4,,2000,10,7,1,7,,,7,3,,,1000,12000,,,5.9,0,1018.8,1017.2,
110,2019-03-06 04:00,210,2,,2000,10,7,1,7,,,7,3,,,1000,12000,,,5.4,-.2,1018.5,1016.9,
110,2019-03-06 05:00,300,2,,1700,10,7,3,7,,,6,3,,,2500,12000,,,4.3,-.7,1018.5,1016.9,
110,2019-03-06 06:00,300,3,,1700,10,7,3,7,,,6,3,,,2500,12000,,,3.2,-.9,1018.2,1016.6,
110,2019-03-06 07:00,170,1,,1700,10,5,1,5,,,6,3,,,2500,12000,,,1.7,-1.7,1017.9,1016.3,
110,2019-03-06 08:00,360,2,,2000,10,4,2,4,,,6,3,,,2500,12000,,,2.3,-.5,1018,1016.4,
110,2019-03-06 09:00,330,2,,1800,5,5,3,5,,,6,3,,,2000,12000,,,6.1,1.1,1018.3,1016.7,
110,2019-03-06 10:00,310,2,,2000,5,8,6,8,,,6,4,,,2000,12000,,,7.9,.2,1018.2,1016.6,
110,2019-03-06 11:00,330,4,,2200,5,8,6,8,,,6,4,,,2000,12000,,,8.6,1.1,1018,1016.4,
110,2019-03-06 12:00,350,4,,2400,5,8,6,8,,,6,4,,,2000,12000,,,9.7,1.5,1017.4,1015.9,
110,2019-03-06 13:00,340,8,,2400,5,8,6,8,,,6,4,,,2000,12000,,,9,1.7,1016.7,1015.1,
110,2019-03-06 14:00,340,3,,2600,5,8,6,8,,,6,4,,,2000,12000,,,9.9,1.1,1015.6,1014.1,
110,2019-03-06 15:00,330,3,,3000,5,8,6,8,,,6,4,,,2500,12000,,,10.7,1.1,1014.7,1013.2,
110,2019-03-06 16:00,340,9,,5000,5,4,4,,,,6,,,,2500,,,,11.6,.4,1014.2,1012.7,
110,2019-03-06 17:00,310,8,,4500,5,4,4,,,,6,,,,4000,,,,11,1.5,1014.2,1012.7,
110,2019-03-06 18:00,270,6,,3500,5,2,2,,,,6,,,,3000,,,,9.3,1.5,1014.4,1012.9,
110,2019-03-06 19:00,300,5,,2800,5,2,2,,,,6,,,,3000,,,,6.4,1.7,1014.9,1013.3,
110,2019-03-06 20:00,320,7,,2800,5,2,2,,,,6,,,,3000,,,,4.5,1.3,1015.4,1013.8,
110,2019-03-06 21:00,310,6,,2800,10,0,,,,,,,,,,,,,4.5,1.1,1015.5,1013.9,
110,2019-03-06 22:00,360,2,,2800,10,0,,,,,,,,,,,,,4.1,.4,1015.8,1014.2,
110,2019-03-06 23:00,320,4,,2800,10,0,,,,,,,,,,,,,4.4,0,1016,1014.4,
110,2019-03-07 00:00,320,3,,3200,10,0,,,,,,,,,,,,,4.3,-.9,1015.9,1014.3,
110,2019-03-07 01:00,310,6,,3200,10,0,,,,,,,,,,,,,3.3,-1.4,1016.1,1014.5,
110,2019-03-07 02:00,320,6,,3500,10,2,2,,,,6,,,,4000,,,,3.3,-1.2,1016.8,1015.2,
110,2019-03-07 03:00,320,7,,3500,10,2,2,,,,6,,,,4000,,,,2.6,-1.2,1016.9,1015.3,
110,2019-03-07 04:00,320,7,,3500,10,2,2,,,,6,,,,4000,,,,2.3,-1.7,1017.2,1015.6,
110,2019-03-07 05:00,330,9,,3500,10,2,2,,,,6,,,,4000,,,,1.9,-1.9,1017.6,1016,
110,2019-03-07 06:00,330,5,,3500,10,2,2,,,,6,,,,4000,,,,1.5,-2.5,1018.3,1016.7,
110,2019-03-07 07:00,330,5,,4500,10,0,,,,,,,,,,,,,.3,-3.6,1019,1017.4,
110,2019-03-07 08:00,330,5,,5000,10,0,,,,,,,,,,,,,1.6,-2.5,1019.9,1018.3,
110,2019-03-07 09:00,330,6,,6000,10,0,,,,,,,,,,,,,4.7,-.7,1020.5,1018.9,
110,2019-03-07 10:00,320,6,,7000,5,0,,,,,,,,,,,,,6.9,-.5,1020.9,1019.3,
110,2019-03-07 11:00,340,9,,9000,5,0,,,,,,,,,,,,,8.8,-.9,1021,1019.4,
110,2019-03-07 12:00,330,8,,10000,,0,,,,,,,,,,,,,10.4,-.9,1021,1019.4,
110,2019-03-07 13:00,320,9,,10000,,0,,,,,,,,,,,,,10.6,-3.8,1020.6,1019.1,
110,2019-03-07 14:00,310,11,,10000,,0,,,,,,,,,,,,,11.7,-4.7,1019.9,1018.4,
110,2019-03-07 15:00,310,11,,10000,,0,,,,,,,,,,,,,12.2,-5,1019.6,1018.1,
110,2019-03-07 16:00,280,10,,10000,,0,,,,,,,,,,,,,11.5,-1.7,1019.6,1018.1,
110,2019-03-07 17:00,270,10,,10000,,0,,,,,,,,,,,,,10.1,-3.6,1020,1018.4,
110,2019-03-07 18:00,280,11,,10000,,0,,,,,,,,,,,,,8.4,-4.7,1020.1,1018.5,
110,2019-03-07 19:00,280,7,,10000,,0,,,,,,,,,,,,,6.7,-5,1020.8,1019.2,
110,2019-03-07 20:00,330,3,,10000,,0,,,,,,,,,,,,,5,-3.8,1021.5,1019.9,
110,2019-03-07 21:00,60,2,,10000,,0,,,,,,,,,,,,,4.4,-3.6,1022,1020.4,
110,2019-03-07 22:00,290,4,,10000,,0,,,,,,,,,,,,,5.1,-7.4,1022.9,1021.3,
110,2019-03-07 23:00,50,1,,10000,,0,,,,,,,,,,,,,3.5,-9,1023.6,1022,
110,2019-03-08 00:00,0,0,,10000,,0,,,,,,,,,,,,,0,-8.2,1024,1022.4,
110,2019-03-08 01:00,290,3,,10000,,0,,,,,,,,,,,,,-.4,-7.1,1024.1,1022.5,
110,2019-03-08 02:00,60,1,,10000,,0,,,,,,,,,,,,,-.8,-7.8,1024.4,1022.8,
110,2019-03-08 03:00,360,1,,10000,,0,,,,,,,,,,,,,-1.6,-7.8,1024.4,1022.8,
110,2019-03-08 04:00,350,2,,10000,,0,,,,,,,,,,,,,-1.4,-8.2,1024.3,1022.7,
110,2019-03-08 05:00,360,2,,10000,,0,,,,,,,,,,,,,-1.1,-7.8,1024.5,1022.9,
110,2019-03-08 06:00,350,1,,10000,,0,,,,,,,,,,,,,-2.9,-8.2,1024.9,1023.3,
110,2019-03-08 07:00,280,1,,10000,,0,,,,,,,,,,,,,-3.6,-8.2,1025.5,1023.9,
110,2019-03-08 08:00,40,2,,10000,,0,,,,,,,,,,,,,.5,-5.4,1025.9,1024.3,
110,2019-03-08 09:00,170,5,,10000,,0,,,,,,,,,,,,,4.4,-3.8,1026.6,1025,
110,2019-03-08 10:00,180,4,,10000,,0,,,,,,,,,,,,,7.3,-6.4,1026.6,1025,
110,2019-03-08 11:00,230,6,,10000,,0,,,,,,,,,,,,,8.6,-8.2,1026.5,1024.9,
110,2019-03-08 12:00,230,5,,10000,,0,,,,,,,,,,,,,10,-9.4,1026.4,1024.8,
110,2019-03-08 13:00,260,5,,10000,,0,,,,,,,,,,,,,10.4,-10.7,1025.8,1024.2,
110,2019-03-08 14:00,230,8,,10000,,0,,,,,,,,,,,,,11.3,-9,1025.1,1023.5,
110,2019-03-08 15:00,240,6,,10000,,0,,,,,,,,,,,,,11,-10.7,1024.8,1023.2,
110,2019-03-08 16:00,250,7,,10000,,0,,,,,,,,,,,,,10.9,-11.2,1024.8,1023.2,
110,2019-03-08 17:00,310,11,,10000,,0,,,,,,,,,,,,,9.5,-6.7,1024.8,1023.2,
110,2019-03-08 18:00,280,6,,10000,,0,,,,,,,,,,,,,8.3,-10.3,1025,1023.4,
110,2019-03-08 19:00,320,5,,10000,,0,,,,,,,,,,,,,3.5,-7.1,1025.4,1023.8,
110,2019-03-08 20:00,310,5,,10000,,0,,,,,,,,,,,,,3.2,-6,1025.9,1024.3,
110,2019-03-08 21:00,340,5,,10000,,0,,,,,,,,,,,,,2.1,-3.3,1025.8,1024.2,
110,2019-03-08 22:00,330,1,,10000,,0,,,,,,,,,,,,,.7,-3,1025.9,1024.3,
110,2019-03-08 23:00,0,0,,9000,10,0,,,,,,,,,,,,,.2,-3,1025.9,1024.3,
110,2019-03-09 00:00,310,1,,10000,,0,,,,,,,,,,,,,-.9,-4.7,1025.7,1024.1,
110,2019-03-09 01:00,340,1,,9000,10,0,,,,,,,,,,,,,-.6,-4.4,1025.7,1024.1,
110,2019-03-09 02:00,10,3,,8000,10,0,,,,,,,,,,,,,-1.6,-4.7,1025.7,1024.1,
110,2019-03-09 03:00,310,1,,6000,10,0,,,,,,,,,,,,,-2.7,-5.7,1025,1023.4,
110,2019-03-09 04:00,340,2,,6000,10,0,,,,,,,,,,,,,-.4,-3,1024.4,1022.8,
110,2019-03-09 05:00,320,3,,4000,10,2,2,,,,0,,,,20000,,,,-2.2,-4.4,1024.2,1022.6,
110,2019-03-09 06:00,310,3,,4000,10,2,2,,,,0,,,,20000,,,,-2.8,-5,1024.3,1022.7,
110,2019-03-09 07:00,340,2,,2800,11,0,,,,,,,,,,,,,-3.3,-5.7,1024.4,1022.8,
110,2019-03-09 08:00,350,2,,6000,10,0,,,,,,,,,,,,,-.4,-3.3,1024.2,1022.6,
110,2019-03-09 09:00,330,2,,10000,,0,,,,,,,,,,,,,2.5,-3,1024.3,1022.7,
110,2019-03-09 10:00,340,1,,10000,,3,3,,,,0,,,,20000,,,,5.3,-3.8,1024.2,1022.6,
110,2019-03-09 11:00,200,2,,10000,,3,3,,,,0,,,,20000,,,,8.2,-4.7,1023.7,1022.1,
110,2019-03-09 12:00,230,2,,10000,,5,5,,,,0,,,,20000,,,,10.2,-7.4,1023.1,1021.5,
110,2019-03-09 13:00,230,3,,10000,,6,2,6,,,3,0,,,15000,20000,,,11.5,-11.7,1022.3,1020.8,
110,2019-03-09 14:00,240,4,,10000,,7,4,7,,,3,0,,,15000,20000,,,12.6,-9,1021.1,1019.6,
110,2019-03-09 15:00,240,3,,10000,,6,3,6,,,3,0,,,15000,20000,,,13.1,-15.7,1020.7,1019.2,
110,2019-03-09 16:00,300,8,,10000,,6,3,6,,,3,0,,,15000,20000,,,12.6,-17.9,1020.6,1019.1,
110,2019-03-09 17:00,290,5,,10000,,3,3,,,,0,,,,20000,,,,12,-11.7,1020.2,1018.7,
110,2019-03-09 18:00,310,6,,10000,,3,3,,,,0,,,,20000,,,,9,-10.3,1020,1018.4,
110,2019-03-09 19:00,290,4,,10000,,5,3,5,,,3,0,,,15000,20000,,,8.5,-9.8,1020.4,1018.8,
110,2019-03-09 20:00,330,4,,10000,,5,3,5,,,3,0,,,15000,20000,,,7.2,-10.7,1020.4,1018.8,
110,2019-03-09 21:00,340,4,,10000,,7,5,7,,,3,0,,,15000,20000,,,6.6,-11.7,1020.7,1019.1,
110,2019-03-09 22:00,320,2,,10000,,7,5,7,,,3,0,,,15000,20000,,,4.8,-9,1020.5,1018.9,
110,2019-03-09 23:00,320,3,,10000,,7,5,7,,,3,0,,,15000,20000,,,4.9,-7.1,1020.5,1018.9,
110,2019-03-10 00:00,340,3,,10000,,7,5,7,,,3,0,,,15000,20000,,,5.4,-6,1019.8,1018.2,
110,2019-03-10 01:00,350,7,,10000,,7,5,7,,,3,0,,,15000,20000,,,5.1,-4.1,1019.4,1017.8,
110,2019-03-10 02:00,290,1,,10000,,7,7,,,,3,,,,15000,,,,5.1,-5.4,1019,1017.4,
110,2019-03-10 03:00,360,3,,10000,,8,8,,,,4,,,,13000,,,,4.9,-4.7,1018.4,1016.8,
110,2019-03-10 04:00,360,4,,10000,,8,8,,,,4,,,,11000,,,,4.8,-5,1018.1,1016.5,
110,2019-03-10 05:00,10,1,,10000,,8,8,,,,4,,,,11000,,,,4.4,-4.4,1017.5,1015.9,
110,2019-03-10 06:00,350,5,,10000,,8,8,,,,4,,,,11000,,,,4.1,-4.1,1017,1015.4,
110,2019-03-10 07:00,340,3,,10000,,8,8,,,,4,,,,11000,,,,4.2,-5.7,1016.2,1014.6,
110,2019-03-10 08:00,330,4,,10000,,8,8,,,,4,,,,11000,,,,5.2,-5,1015.9,1014.3,
110,2019-03-10 09:00,340,5,,10000,,8,8,,,,4,,,,11000,,,,6.2,-6.4,1016.5,1014.9,
110,2019-03-10 10:00,20,5,,10000,,8,8,,,,4,,,,11000,,,,7.7,-7.1,1016.3,1014.7,
110,2019-03-10 11:00,320,6,,10000,,8,8,,,,4,,,,11000,,,,9,-7.8,1015.7,1014.1,
110,2019-03-10 12:00,330,6,,10000,,8,8,,,,4,,,,11000,,,,10.5,-7.8,1015.3,1013.8,
110,2019-03-10 13:00,10,6,,10000,,8,8,,,,4,,,,11000,,,,13,-10.7,1013.7,1012.2,
110,2019-03-10 14:00,30,6,,10000,,8,8,,,,4,,,,11000,,,,14.6,-13.9,1012.5,1011,
110,2019-03-10 15:00,20,7,,10000,,8,8,,,,4,,,,10000,,,,14.8,-13.9,1011.9,1010.4,
110,2019-03-10 16:00,20,5,,10000,,8,8,,,,4,,,,10000,,,,14.9,-13.3,1011.5,1010,
110,2019-03-10 17:00,340,7,,10000,,8,7,8,,,3,0,,,10000,20000,,,14.8,-10.7,1011.1,1009.6,
110,2019-03-10 18:00,350,9,,10000,,6,6,,,,3,,,,10000,,,,14.2,-5.4,1010.8,1009.3,
110,2019-03-10 19:00,360,7,,10000,,5,5,,,,3,,,,10000,,,,10.9,-3.6,1011.2,1009.7,
110,2019-03-10 20:00,360,6,,10000,,4,4,,,,3,,,,10000,,,,9,-3.3,1011.6,1010.1,
110,2019-03-10 21:00,340,4,,10000,,0,,,,,,,,,,,,,7.3,-3,1011.7,1010.1,
110,2019-03-10 22:00,330,5,,10000,,0,,,,,,,,,,,,,4.8,-3.3,1012,1010.4,
110,2019-03-10 23:00,330,6,,10000,,0,,,,,,,,,,,,,4.5,-3,1012.1,1010.5,
110,2019-03-11 00:00,330,6,,10000,,0,,,,,,,,,,,,,3.9,-3.3,1011.9,1010.3,
110,2019-03-11 01:00,340,4,,10000,,0,,,,,,,,,,,,,3.9,-3,1011.4,1009.8,
110,2019-03-11 02:00,320,4,,7000,10,0,,,,,,,,,,,,,1.8,-3.6,1011.2,1009.6,
110,2019-03-11 03:00,360,2,,7000,10,0,,,,,,,,,,,,,1.6,-3,1010.8,1009.2,
110,2019-03-11 04:00,330,2,,7000,10,0,,,,,,,,,,,,,1,-3.6,1010.4,1008.8,
110,2019-03-11 05:00,340,3,,7000,10,2,2,,,,0,,,,20000,,,,.2,-3.6,1010.5,1008.9,
110,2019-03-11 06:00,300,2,,6000,10,2,2,,,,0,,,,20000,,,,.5,-3.3,1010.7,1009.1,
110,2019-03-11 07:00,120,1,,6000,10,0,,,,,,,,,,,,,0,-5,1010.6,1009,
110,2019-03-11 08:00,140,1,,6000,10,0,,,,,,,,,,,,,1.4,-3.8,1010.5,1008.9,
110,2019-03-11 09:00,220,1,,6000,5,3,3,,,,0,,,,20000,,,,6.4,-.5,1010.1,1008.5,
110,2019-03-11 10:00,200,3,,6000,5,3,3,,,,0,,,,20000,,,,7.8,-1.4,1010.5,1009,
110,2019-03-11 11:00,220,7,,6000,5,4,4,,,,0,,,,20000,,,,8.8,-.9,1010.3,1008.8,
110,2019-03-11 12:00,230,7,,9000,5,5,5,,,,0,,,,20000,,,,8.8,-3,1009.8,1008.3,
110,2019-03-11 13:00,240,7,,10000,,6,6,,,,0,,,,20000,,,,8.5,-3,1009.4,1007.9,
110,2019-03-11 14:00,230,7,,10000,,6,2,6,,,3,0,,,12000,20000,,,8.8,-3.3,1008.7,1007.2,
110,2019-03-11 15:00,250,7,,7000,5,6,2,6,,,3,0,,,12000,20000,,,8.7,-.7,1008.5,1007,
110,2019-03-11 16:00,220,6,,6000,5,7,4,7,,,3,0,,,12000,18000,,,8.1,-1.2,1008.4,1006.9,
110,2019-03-11 17:00,250,5,,6000,5,7,3,7,,,6,4,,,2500,12000,,,7.5,.9,1008.2,1006.7,
110,2019-03-11 18:00,300,6,,5000,5,7,4,7,,,6,4,,,2000,12000,,,7.1,.6,1008.3,1006.8,
110,2019-03-11 19:00,280,6,,4500,60,8,5,8,,,6,4,,,2000,10000,,,6.1,2.3,1008.7,1007.1,0
110,2019-03-11 20:00,330,4,,4000,5,7,3,7,,,6,4,,,3000,8000,,,5.5,1.9,1008.7,1007.1,0
110,2019-03-11 21:00,290,7,,4500,5,7,3,7,,,6,4,,,3500,8000,,,5.3,2.1,1009.6,1008,
110,2019-03-11 22:00,300,4,,3800,10,7,7,,,,6,,,,4500,,,,4.7,.9,1009.9,1008.3,
110,2019-03-11 23:00,280,4,,2800,10,5,5,,,,6,,,,4500,,,,4,.4,1010.3,1008.7,
110,2019-03-12 00:00,10,1,,2500,10,3,3,,,,6,,,,4500,,,,2.6,0,1010.3,1008.7,
110,2019-03-12 01:00,0,0,,2200,10,2,2,,,,6,,,,4500,,,,.5,-1.9,1010.6,1009,
110,2019-03-12 02:00,340,1,,2200,41,0,,,,,,,,,,,,,.1,-1.9,1010.6,1009,
110,2019-03-12 03:00,260,2,,1800,10,0,,,,,,,,,,,,,-.9,-3,1010.6,1009,
110,2019-03-12 04:00,270,6,,2000,10,1,1,,,,7,,,,1000,,,,4.1,1.3,1010.4,1008.8,
110,2019-03-12 05:00,260,5,,2000,10,3,3,,,,7,,,,1000,,,,4.7,.9,1010.5,1008.9,
110,2019-03-12 06:00,220,4,,2000,10,3,3,,,,7,,,,1500,,,,3.7,-.2,1009.8,1008.2,
110,2019-03-12 07:00,170,5,,2000,10,3,3,,,,7,,,,1500,,,,4.4,.9,1009.5,1007.9,
110,2019-03-12 08:00,200,5,,1500,10,4,4,,,,7,,,,1500,,,,4.9,1.7,1010.1,1008.5,
110,2019-03-12 09:00,200,7,,2000,10,6,6,,,,7,,,,1500,,,,5.4,1.7,1010.3,1008.7,
110,2019-03-12 10:00,240,4,,2000,10,6,6,,,,7,,,,1500,,,,5.9,2.1,1010.2,1008.6,
110,2019-03-12 11:00,360,7,,1800,60,8,8,,,,7,,,,1200,,,,5.6,2.1,1010.2,1008.6,0
110,2019-03-12 12:00,310,8,,3500,5,6,6,,,,6,,,,3000,,,,7.9,-2.2,1010.2,1008.7,0
110,2019-03-12 13:00,290,11,,9000,5,6,2,6,,,6,4,,,4000,10000,,,8.6,-5,1009.7,1008.2,
110,2019-03-12 14:00,300,17,,10000,,6,2,6,,,6,4,,,4000,12000,,,6.7,-8.6,1010.2,1008.6,
110,2019-03-12 15:00,270,13,,10000,,7,3,7,,,6,4,,,4000,12000,,,5.9,-10.7,1010.1,1008.5,
110,2019-03-12 16:00,280,14,,10000,,7,3,7,,,6,4,,,4000,12000,,,5.2,-13.3,1010.7,1009.1,
110,2019-03-12 17:00,280,12,,10000,,5,5,,,,0,,,,18000,,,,5.9,-13.3,1011,1009.4,
110,2019-03-12 18:00,290,14,,10000,,1,1,,,,0,,,,20000,,,,4.7,-13.9,1011.6,1010,
110,2019-03-12 19:00,290,12,,10000,,0,,,,,,,,,,,,,3.1,-12.7,1012.8,1011.2,
110,2019-03-12 20:00,300,10,,10000,,0,,,,,,,,,,,,,1.6,-13.3,1014,1012.4,
110,2019-03-12 21:00,310,11,,10000,,0,,,,,,,,,,,,,.9,-15.1,1015.2,1013.6,
110,2019-03-12 22:00,290,8,,10000,,0,,,,,,,,,,,,,.4,-15.1,1016.3,1014.7,
110,2019-03-12 23:00,290,7,,10000,,0,,,,,,,,,,,,,.3,-13.3,1017,1015.4,
110,2019-03-13 00:00,270,5,,10000,,0,,,,,,,,,,,,,.3,-13.3,1017.5,1015.9,
110,2019-03-13 01:00,290,4,,10000,,0,,,,,,,,,,,,,-.1,-13.3,1017.8,1016.2,
110,2019-03-13 02:00,280,5,,10000,,0,,,,,,,,,,,,,-.1,-13.3,1018.2,1016.6,
110,2019-03-13 03:00,280,6,,10000,,0,,,,,,,,,,,,,.4,-11.2,1018.2,1016.6,
110,2019-03-13 04:00,280,6,,10000,,0,,,,,,,,,,,,,.3,-12.2,1017.7,1016.1,
110,2019-03-13 05:00,270,6,,10000,,0,,,,,,,,,,,,,1.1,-10.7,1017.6,1016,
110,2019-03-13 06:00,270,7,,10000,,0,,,,,,,,,,,,,1.3,-10.7,1017.9,1016.3,
110,2019-03-13 07:00,260,8,,10000,,0,,,,,,,,,,,,,2.3,-8.2,1018.1,1016.5,
110,2019-03-13 08:00,270,8,,10000,,0,,,,,,,,,,,,,3.6,-6.4,1018.7,1017.1,
110,2019-03-13 09:00,300,15,26,10000,,5,5,,,,6,,,,4000,,,,4.4,-8.6,1019.4,1017.8,
110,2019-03-13 10:00,320,14,,10000,22,3,3,,,,6,,,,5000,,,,6,-9.4,1019.9,1018.3,0
110,2019-03-13 11:00,310,17,,10000,,3,3,,,,6,,,,5000,,,,6.5,-12.2,1020.4,1018.8,
110,2019-03-13 12:00,290,17,29,10000,,1,1,,,,6,,,,5000,,,,7.2,-13.9,1020,1018.4,
110,2019-03-13 13:00,280,18,29,10000,,0,,,,,,,,,,,,,7.6,-15.1,1020.1,1018.5,
110,2019-03-13 14:00,280,16,28,10000,,0,,,,,,,,,,,,,7.6,-12.7,1019.4,1017.8,
110,2019-03-13 15:00,280,13,24,10000,,0,,,,,,,,,,,,,7.7,-11.2,1019.4,1017.8,
110,2019-03-13 16:00,280,16,,10000,,0,,,,,,,,,,,,,6.7,-12.7,1019.9,1018.3,
110,2019-03-13 17:00,270,11,,10000,,0,,,,,,,,,,,,,6,-12.2,1020.3,1018.7,
110,2019-03-13 18:00,280,15,,10000,,1,1,,,,6,,,,5000,,,,4.8,-10.7,1021,1019.4,
110,2019-03-13 19:00,280,9,,10000,,0,,,,,,,,,,,,,3.5,-9.4,1022.1,1020.5,
110,2019-03-13 20:00,270,9,,10000,,0,,,,,,,,,,,,,3.3,-8.2,1023,1021.4,
110,2019-03-13 21:00,270,9,,10000,,0,,,,,,,,,,,,,2.9,-7.1,1023.6,1022,
110,2019-03-13 22:00,290,7,,10000,,0,,,,,,,,,,,,,2.1,-7.8,1024.2,1022.6,
110,2019-03-13 23:00,330,2,,10000,,0,,,,,,,,,,,,,1.1,-9,1024.6,1023,
110,2019-03-14 00:00,240,1,,10000,,0,,,,,,,,,,,,,-2.5,-9.8,1024.9,1023.3,
110,2019-03-14 01:00,360,1,,10000,,0,,,,,,,,,,,,,-.6,-9.8,1024.9,1023.3,
110,2019-03-14 02:00,120,1,,10000,,0,,,,,,,,,,,,,-3.1,-10.7,1025.3,1023.7,
110,2019-03-14 03:00,100,3,,10000,,0,,,,,,,,,,,,,-3.4,-10.3,1024.4,1022.8,
110,2019-03-14 04:00,200,1,,10000,,0,,,,,,,,,,,,,-4.9,-11.7,1024,1022.4,
110,2019-03-14 05:00,330,2,,10000,,0,,,,,,,,,,,,,-5.2,-10.3,1024.5,1022.9,
110,2019-03-14 06:00,80,1,,10000,,0,,,,,,,,,,,,,-4.3,-8.6,1024.5,1022.9,
110,2019-03-14 07:00,0,0,,10000,,0,,,,,,,,,,,,,-3.9,-8.2,1024.8,1023.2,
110,2019-03-14 08:00,170,1,,10000,,0,,,,,,,,,,,,,1.4,-5.4,1025,1023.4,
110,2019-03-14 09:00,160,6,,10000,,0,,,,,,,,,,,,,3.9,-5.7,1024.8,1023.2,
110,2019-03-14 10:00,210,6,,10000,,1,1,,,,3,,,,10000,,,,5.4,-6.7,1025,1023.4,
110,2019-03-14 11:00,210,7,,10000,,0,,,,,,,,,,,,,7.3,-9,1024.7,1023.1,
110,2019-03-14 12:00,230,6,,10000,,3,3,,,,3,,,,10000,,,,8.1,-12.2,1024.2,1022.6,
110,2019-03-14 13:00,190,6,,10000,,1,1,,,,3,,,,10000,,,,8.5,-12.2,1023.1,1021.5,
110,2019-03-14 14:00,280,6,,10000,,4,4,,,,3,,,,10000,,,,8.5,-11.7,1022.7,1021.1,
110,2019-03-14 15:00,240,5,,10000,,6,6,,,,3,,,,8000,,,,8.4,-10.7,1022.2,1020.6,
110,2019-03-14 16:00,270,6,17,10000,,7,7,,,,3,,,,7000,,,,8.5,-5.7,1022,1020.4,
110,2019-03-14 17:00,200,7,,10000,,7,7,,,,3,,,,7000,,,,9,-6,1021,1019.4,
110,2019-03-14 18:00,190,6,,10000,,7,7,,,,3,,,,7000,,,,8.6,-7.1,1020.5,1018.9,
110,2019-03-14 19:00,190,4,,10000,,7,7,,,,6,,,,4500,,,,8.3,-6.7,1020.6,1019,
110,2019-03-14 20:00,210,9,,10000,60,8,8,,,,6,,,,3000,,,,8.2,-3,1020.6,1019,0
110,2019-03-14 21:00,220,9,,10000,21,7,7,,,,6,,,,3000,,,,7.6,-.2,1020.9,1019.3,0
110,2019-03-14 22:00,230,8,,10000,,6,6,,,,6,,,,3500,,,,7.3,1.3,1021.4,1019.8,
110,2019-03-14 23:00,250,5,,8000,5,6,1,6,,,7,6,,,1500,3000,,,6.9,2.3,1021.8,1020.2,
110,2019-03-15 00:00,310,2,,6000,10,4,4,,,,7,,,,1500,,,,5.3,1.3,1021.9,1020.3,
110,2019-03-15 01:00,250,1,,4500,10,3,3,,,,7,,,,1500,,,,3.8,.9,1021.5,1019.9,
110,2019-03-15 02:00,10,3,,3500,10,3,3,,,,7,,,,1500,,,,1.4,-.9,1021.7,1020.1,
110,2019-03-15 03:00,350,2,,3200,10,4,4,,,,7,,,,1000,,,,2.2,-.5,1021.4,1019.8,
110,2019-03-15 04:00,30,2,,3000,10,4,2,4,,,7,6,,,1000,2000,,,.9,-1.7,1020.8,1019.2,
110,2019-03-15 05:00,50,1,,2500,41,4,4,,,,7,,,,1000,,,,.2,-1.9,1020.6,1019,
110,2019-03-15 06:00,40,4,,2500,41,6,6,,,,7,,,,1000,,,,2.4,.4,1020.3,1018.7,
110,2019-03-15 07:00,170,4,,2200,10,6,6,,,,7,,,,800,,,,3.2,1.3,1020.3,1018.7,
110,2019-03-15 08:00,170,5,,2500,10,6,6,,,,7,,,,800,,,,3.7,1.1,1020.4,1018.8,
110,2019-03-15 09:00,220,5,,2500,10,6,6,,,,7,,,,1000,,,,5.3,.6,1020.2,1018.6,
110,2019-03-15 10:00,170,5,,5000,5,2,2,,,,7,,,,1000,,,,7.3,0,1019.7,1018.1,
110,2019-03-15 11:00,230,3,,6000,5,8,8,,,,4,,,,13000,,,,7.9,-.9,1019.6,1018,
110,2019-03-15 12:00,50,2,,7000,5,8,8,,,,4,,,,13000,,,,8.7,-.9,1018,1016.4,
110,2019-03-15 13:00,200,6,,10000,,8,8,,,,4,,,,11000,,,,9.1,-9,1017.2,1015.6,
110,2019-03-15 14:00,190,4,,10000,21,8,4,8,,,6,4,,,3500,11000,,,9.3,-9,1015.5,1014,0
110,2019-03-15 15:00,230,4,,10000,,4,2,4,,,6,3,,,3500,11000,,,11.6,-9,1013.6,1012.1,
110,2019-03-15 16:00,180,6,,10000,,8,5,8,,,6,4,,,3500,9000,,,10.3,-8.2,1012.1,1010.6,
110,2019-03-15 17:00,350,5,,10000,29,8,3,8,,,6,5,,,3500,7000,,,4.3,-1.4,1013,1011.4,.5
