지점,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%)
182,2017-07-02,11.9,23,33,1253,1249,220,230,32.8,24.5,1154,120,1009.1,1010.2,1008.2,,,,,,,,5.4,15000,20.9,60
182,2017-07-03,11.6,21,29,926,746,220,230,33.1,25.9,1322,2357,1008.7,1009.6,1007.3,,,,,,,,6,13000,20.5,61
182,2017-07-04,7.6,14,20,1756,1455,260,270,32.9,24.6,1450,435,1007.7,1010.1,1006,0,0,,0,0,,,6.1,2500,22,71
182,2017-07-05,5.5,14,21,10,5,240,250,30.7,25.7,1448,2332,1010.6,1012.2,1009.1,0,0,,0,0,,,5.9,2500,22.3,74
182,2017-07-06,5.6,15,22,1724,1507,250,230,32.7,25.1,1457,2348,1010.9,1012,1009.2,0,0,,0,0,,,6.8,2500,22.4,74
182,2017-07-07,7.3,15,27,818,837,210,220,32.7,25.3,1232,1,1009.2,1011.2,1008.2,,,,,,,,7,15000,21.7,66
182,2017-07-08,7.8,15,21,1822,427,80,240,32.2,23.1,1353,1946,1008.6,1010.2,1007.4,0,0,,0,0,,,7.5,2000,22,71
182,2017-07-09,6.5,16,25,2342,2306,230,240,30.6,25.2,1829,141,1007.5,1009,1005.2,0,0,,0,0,,,6.7,3000,21.9,70
182,2017-07-10,18.3,25,36,1549,1548,220,230,33.3,26.5,1229,2400,1004.4,1006.8,1003.2,,,,,,,,6.2,12000,22.1,64
182,2017-07-11,5.2,16,24,4,3,250,250,28,23.8,1458,627,1009.2,1011.4,1006.4,23,13,524,10,4.5,,,7.7,2000,21.8,81
182,2017-07-12,3.7,7,11,1854,2122,70,120,28.5,23.6,1402,323,1011,1012.4,1009.7,,,,,,,,3.6,13000,21.9,78
182,2017-07-13,3,7,10,1002,1246,30,40,29.1,22.6,1420,430,1009,1010.3,1007.7,,,,,,,,5.8,15000,21.3,74
182,2017-07-14,5,13,16,951,951,60,70,30.5,25.1,1644,113,1009,1010.4,1007.5,,,,,,,,5.6,13000,22.7,74
182,2017-07-15,7.7,16,23,2307,859,220,220,32.7,26.2,1459,304,1011.1,1013.1,1009,,,,,,,,4.9,13000,21.1,61
182,2017-07-16,9.3,16,23,1142,1314,240,240,34.4,27.6,1425,12,1013.1,1014.2,1012.2,,,,,,,,3.7,20000,21.6,61
182,2017-07-17,10.5,18,26,1526,1543,250,260,33.3,27.8,1412,27,1013.2,1014.2,1012.3,,,,,,,,6.3,18000,20.8,58
182,2017-07-18,7.7,18,26,941,939,250,260,30.4,26,1039,2400,1010.9,1012.4,1008.9,8,4.5,1239,4.5,4,,,7.1,2500,22.2,70
182,2017-07-19,4.3,7,9,1533,1448,330,330,31.1,24.8,1524,339,1007.9,1009.5,1006.1,,,,,,,,4.2,11000,23.3,75
182,2017-07-20,4.2,8,14,1009,1428,280,320,32.9,26,1540,459,1008,1009.2,1006.9,,,,,,,,2.6,15000,22.6,66
182,2017-07-21,5.5,13,18,1631,1555,260,280,36,27.2,1615,419,1009.7,1011.5,1008.4,,,,,,,,1.4,,22.4,61
182,2017-07-22,5,12,22,1641,1623,280,290,32.7,25.2,1200,545,1010.6,1012,1009,,,,,,,,3.3,18000,23.3,70
182,2017-07-23,5.2,11,17,1302,1248,290,290,32,26.6,1347,351,1007.2,1009.7,1005.2,,,,,,,,5.5,11000,22.9,68
182,2017-07-24,5.9,11,20,1114,1154,290,290,32.6,27.3,930,458,1004.4,1006,1002.8,,,,,,,,2.3,18000,22.1,63
182,2017-07-25,5.8,11,17,746,1025,240,290,32.6,27.2,1341,525,1003.9,1005.4,1002.8,,,,,,,,4.7,18000,22.9,68
182,2017-07-26,14,19,26,1447,1535,100,100,28.2,24.9,52,900,1006.4,1007.4,1005,0,0,,0,0,,,7.6,3000,22.5,79
182,2017-07-27,11.5,21,27,1158,1322,70,70,30.1,25.8,1047,433,1007.5,1009.1,1006.6,,,,,,,,3.6,12000,21.9,73
182,2017-07-28,4,10,13,1056,1039,50,50,31.5,24.8,1409,505,1008.7,1009.8,1008.1,,,,,,,,2.5,,22.4,72
182,2017-07-29,5,9,12,1057,1048,20,30,31.1,25.8,1235,604,1007.6,1008.6,1006.3,,,,,,,,2.3,,23.3,74
182,2017-07-30,6.3,19,26,1110,1115,90,100,34.9,26.1,1322,535,1006.5,1007.3,1005,,,,,,,,4.2,8000,22.5,65
182,2017-07-31,4.9,13,18,2144,1515,110,140,34.3,27.2,1406,447,1007.2,1009.1,1006,0,0,,0,0,,,6.1,3500,23.2,68
182,2017-08-01,7.1,21,27,1221,1218,70,70,35.2,27.6,1541,353,1008.5,1009.8,1007.3,.5,.5,1342,.5,.5,,,4.3,8000,23.8,68
182,2017-08-02,13.6,24,29,1134,1121,70,80,32.3,27.3,856,500,1006.7,1008.9,1004.9,,,,,,,,1,,22.2,65
182,2017-08-03,11.1,19,32,510,1346,90,120,36,26.9,1346,551,1003.7,1005.6,1002,,,,,,,,1.5,,21.2,59
182,2017-08-04,11,22,27,1416,1416,70,80,32.7,26.1,1157,544,1004.1,1005.2,1002.6,,,,,,,,2.6,,23.8,72
182,2017-08-05,13,20,25,1015,1015,70,80,32.3,27.8,1252,51,1002,1003.8,1000.3,,,,,,,,4,2000,24.5,75
182,2017-08-06,8.3,13,18,713,1404,80,70,32.8,27.7,1409,502,1000.3,1001.6,998.9,,,,,,,,3.4,2500,23.5,70
182,2017-08-07,6,10,14,1256,1808,320,280,31.9,27.7,1556,545,1001.2,1002.3,1000.2,,,,,,,,2.7,,23.2,69
182,2017-08-08,5,10,15,1807,323,240,260,32,25.5,1219,824,1000.7,1002.7,998.7,18.5,14,705,11.5,10.5,,,6.8,2000,22.3,70
182,2017-08-09,10.1,17,26,1212,430,250,230,30.9,25.7,1427,955,997.7,999.8,996.3,15,12,834,10,8.5,,,7,2500,23.1,73
182,2017-08-10,4.3,7,11,1343,1421,330,330,30.5,26.3,1322,121,1001.3,1004,999.5,0,0,,0,0,,,5.2,8000,21.7,69
182,2017-08-11,3.5,6,12,1252,700,360,180,30.1,25.4,1453,528,1006.1,1008.8,1003.4,,,,,,,,1.1,,20.6,65
182,2017-08-12,8.5,19,24,1044,1039,70,80,31,24.9,1236,601,1009.5,1010.5,1008.4,,,,,,,,4.6,13000,20.6,64
182,2017-08-13,16.4,23,33,1200,1913,90,110,30,26.5,1122,1657,1007.9,1010,1005.6,1,.5,1628,.5,.5,,,7.9,2500,20,64
182,2017-08-14,7.5,15,22,1215,1359,250,260,31.6,25,1318,554,1003.9,1005.9,1002.9,40,27.5,459,21,9.5,,,7.1,2500,23.7,78
182,2017-08-15,7.2,14,23,1406,1425,270,250,31.4,26.3,1348,2324,1003.8,1005,1002.7,1.5,1,,1,1,,,5,3000,22.8,73
182,2017-08-16,6.5,11,15,908,806,270,300,29.5,25.3,1254,500,1006.2,1007.8,1004.8,,,,,,,,4.5,2500,22.3,76
182,2017-08-17,4.8,8,13,1058,1159,360,10,28.8,24.7,1423,615,1008.8,1010.6,1006.5,1.5,1.5,506,1,.5,,,3.9,2500,20.8,71
182,2017-08-18,4.5,7,11,1112,730,30,100,28.5,24,1417,621,1011.5,1012.6,1010.3,,,,,,,,4.2,15000,20.1,69
182,2017-08-19,4.7,10,15,1229,1228,70,80,31.3,24.1,1104,456,1011.1,1012.6,1009.8,3,1.5,1800,1,.5,,,5,2000,21.1,72
182,2017-08-20,5.5,17,28,2355,2400,260,260,33.6,25,1519,521,1008.2,1010.3,1005.7,3,1.5,1908,1.5,1,,,6.3,2500,21.3,66
182,2017-08-21,5.5,18,24,6,1,240,250,30.2,23.2,1409,634,1008.3,1010.5,1006.9,54,29.5,536,23,8.5,,,6.7,2500,22.9,78
182,2017-08-22,4,8,12,1101,716,40,170,31.2,25.7,1428,511,1012.2,1014.4,1009.8,1,1,,1,.5,,,3.2,3000,23.7,75
182,2017-08-23,5,12,18,1241,1241,220,230,34.7,27,1250,507,1013.2,1014.4,1011.8,,,,,,,,1.5,,24.1,75
182,2017-08-24,11.5,20,28,1143,1138,240,240,33.4,28.1,1319,142,1009.9,1013,1007.5,,,,,,,,2.4,2500,23.6,73
182,2017-08-25,7.9,14,22,933,933,260,270,30.9,26.5,1017,1914,1008.7,1011,1007.7,1.5,1,,1,1,,,5,2500,24.1,77
182,2017-08-26,4.3,9,14,25,23,10,10,28.6,22.8,1357,2344,1013.4,1015.4,1010.6,0,0,,0,0,,,4.3,12000,16,54
182,2017-08-27,6.3,17,21,1506,1339,70,70,28.5,20.7,1224,550,1014.5,1016,1013.4,,,,,,,,1.8,20000,16.9,61
182,2017-08-28,5.4,11,17,1717,1427,260,290,31.5,23.1,1711,331,1012.3,1014,1010.3,,,,,,,,1.7,,20.2,65
182,2017-08-29,5.7,10,15,608,601,330,340,27.5,22.7,102,2352,1013.3,1015.2,1011.3,,,,,,,,4.5,2500,17.3,62
182,2017-08-30,5.5,13,20,2022,2020,10,20,25.1,19.9,1731,545,1012.1,1013.5,1009.8,,,,,,,,4.8,12000,13.7,56
182,2017-08-31,4.1,8,11,1248,1309,10,10,25.4,22,1641,10,1011.3,1013,1010,,,,,,,,5.1,18000,16,63
182,2017-09-01,8.8,17,22,1503,1503,70,80,26.5,21.9,1247,258,1011.1,1012.4,1009.5,,,,,,,,3.3,13000,16.8,64
182,2017-09-02,8.8,14,18,927,843,60,70,25.3,21,1049,613,1012.3,1013.5,1011,,,,,,,,5,15000,14.6,60
182,2017-09-03,9.6,18,23,1449,1455,70,70,26.3,20.8,1258,137,1014.2,1015.5,1012.8,,,,,,,,4.8,18000,15.7,62
182,2017-09-04,10.3,18,23,1251,1227,70,70,25.6,23.2,1114,421,1013.4,1014.7,1012,2,1.5,2249,1,.5,,,7.1,2500,18.9,73
182,2017-09-05,5,13,19,243,302,100,110,27.6,22.5,1104,53,1010.1,1012.6,1008.5,.5,.5,1,.5,.5,,,7.6,2500,21,78
182,2017-09-06,8.5,15,22,1555,1729,240,270,31.2,24.4,1159,2357,1007.5,1009.8,1005.3,22.5,22.5,2000,19.5,9,,,6.7,2500,21.5,71
182,2017-09-07,3.8,10,18,239,330,350,350,24.4,20.2,1,811,1008.3,1011.2,1005.6,34,15.5,228,12,8,,,7,2000,18.7,80
182,2017-09-08,4.5,8,10,1135,1126,360,10,25.6,20.3,1541,615,1012.1,1013.2,1011.1,,,,,,,,3,13000,17.7,72
182,2017-09-09,4.7,8,13,1615,1930,60,70,26.4,20.1,1347,216,1012.8,1013.8,1011.7,,,,,,,,5,12000,17.8,71
182,2017-09-10,6.5,21,26,1345,1248,70,70,29.7,20.7,1608,300,1012.2,1014,1008.8,.5,.5,2027,.5,.5,,,5.3,12000,18.6,70
182,2017-09-11,11.2,24,37,756,752,230,240,28.8,22.3,506,107,1006.8,1011.6,1004,12.5,5,14,5,3,,,7.8,2500,20.9,78
182,2017-09-12,4.6,9,13,2055,2055,340,340,25.5,20.3,1636,2330,1014.9,1017.4,1011.5,,,,,,,,2.5,2500,18.4,79
182,2017-09-13,5.1,10,14,933,945,80,80,26,18.1,1706,558,1018.2,1020.1,1017.2,,,,,,,,2.1,20000,13.2,56
182,2017-09-14,14.4,23,31,1205,1241,70,80,26.1,20.4,1439,103,1016.6,1017.9,1015.2,,,,,,,,5.5,12000,17,67
182,2017-09-15,21.8,28,37,1805,1432,80,90,24.7,22.7,1259,2349,1014.2,1015.9,1012.6,,,,,,,,8,2500,15.6,61
182,2017-09-16,21.8,27,37,802,810,80,90,23.5,22.4,1752,117,1009,1012.6,1006.8,0,0,,0,0,,,8,2000,17.1,70
182,2017-09-17,7.6,14,23,132,813,50,40,24.2,20.8,1414,2359,1005.5,1008.3,1003.5,0,0,,0,0,,,6.5,2500,17.3,72
182,2017-09-18,5,8,12,1313,728,310,200,24.9,18.7,1345,633,1010.6,1011.8,1008.1,,,,,,,,.9,11000,16.3,70
182,2017-09-19,6.4,12,17,1410,1416,250,260,28.1,19.6,1312,3,1012.4,1013.6,1011.3,,,,,,,,5.6,18000,15,60
182,2017-09-20,5.7,10,14,500,1007,220,290,25.2,20.7,1106,2242,1013.4,1015,1012.1,0,0,,0,0,,,7,2500,16.5,67
182,2017-09-21,4.1,9,12,1716,1757,70,60,23.3,18.3,1447,617,1013.8,1015.1,1012.4,,,,,,,,5.6,18000,13.9,64
182,2017-09-22,5.7,13,16,1023,1016,90,100,26.8,20.1,1224,503,1012.8,1015.5,1010.6,,,,,,,,4.8,12000,17,71
182,2017-09-23,3.6,6,11,733,824,200,190,25.1,19.5,1449,2305,1016.5,1017.9,1015,,,,,,,,4.5,11000,15.7,69
182,2017-09-24,6.5,15,19,1350,1321,60,70,28.4,19.6,1457,139,1015.5,1017.2,1012.9,,,,,,,,4.8,18000,15.8,66
182,2017-09-25,12.1,18,24,1205,1530,100,110,28.7,19.7,1300,118,1013.3,1015.7,1011.6,,,,,,,,6.1,18000,16.2,61
182,2017-09-26,13.7,22,30,1020,1119,100,110,29.8,24.1,1328,226,1009.4,1011.9,1006.3,0,0,,0,0,,,6.9,2500,19.2,67
182,2017-09-27,8.7,15,21,501,456,260,270,25.2,21,217,1334,1005.2,1007.6,1003.8,1,.5,946,.5,.5,,,7.5,100,20,82
182,2017-09-28,7.2,12,17,1046,1041,10,20,24.4,20.6,1511,2156,1011.5,1015.9,1006.9,,,,,,,,4.1,2500,15.8,68
182,2017-09-29,5,9,15,402,347,340,340,22.3,16.8,1414,2301,1019,1021.3,1015.6,,,,,,,,3,20000,8.3,48
182,2017-09-30,8.1,17,22,1616,1651,80,100,27.4,17.5,1528,147,1021.6,1023,1019.9,,,,,,,,2.4,20000,11.1,53
182,2017-10-01,10,27,45,2228,2057,210,210,26,18.4,1432,205,1013.9,1019.9,1008.7,33.5,13.5,1503,8.5,4.5,,,7.4,2500,14.1,62
182,2017-10-02,8.6,24,36,19,19,210,220,24.9,20.7,111,1642,1010,1013.5,1007.4,73,34.5,245,24,10.5,,,7.9,2000,19.7,84
182,2017-10-03,6.1,10,15,1751,640,330,20,22.8,19.1,1454,2326,1017.2,1021,1013.5,0,0,,0,0,,,6,2000,15.5,71
182,2017-10-04,8.5,17,26,1500,1505,70,90,22.4,18.6,1732,642,1021.1,1022.3,1019.8,0,0,,0,0,,,6.6,11000,14.9,71
182,2017-10-05,12.2,19,28,1234,1234,110,120,22.1,16.8,1108,2305,1020.5,1022.1,1018.6,8,6,2214,4,2,,,7.7,2500,14.3,69
182,2017-10-06,10.8,22,27,554,506,80,100,23.7,17,1300,34,1016.1,1018.9,1014.3,7.5,4,1,2.5,1,,,8,2500,18.8,62
182,2017-10-07,5,8,12,1317,201,10,340,21.9,19.8,1322,1954,1019.5,1021.5,1017,,,,,,,,4.5,2500,16.7,79
182,2017-10-08,8.8,17,22,1108,1123,70,70,25,18.6,1142,317,1021.9,1022.9,1020.7,,,,,,,,2.1,,17.7,76
182,2017-10-09,5.6,12,16,1427,1424,70,80,25.7,18.4,1336,452,1021.6,1023.5,1019.3,,,,,,,,.1,,18,76
182,2017-10-10,3.5,7,10,1052,1121,30,40,26.3,20.6,1203,137,1019.6,1020.9,1018.1,,,,,,,,1.8,,17.9,73
182,2017-10-11,4.9,10,15,1159,1205,10,10,25.1,17.7,1055,2347,1018.2,1020.7,1016.5,.5,.5,1557,.5,.5,,,5.9,3000,15.1,74
182,2017-10-12,5,11,17,1706,654,10,360,18,15.3,853,2359,1019,1020.6,1017.3,.5,.5,1113,.5,.5,,,7.8,2500,11.8,71
182,2017-10-13,6,10,16,2014,2011,30,30,18.8,14.8,1613,634,1020.8,1022.1,1019.8,,,,,,,,4.6,10000,6.5,51
182,2017-10-14,11,21,28,1929,1924,70,80,20.2,16.1,1959,257,1022.3,1023.7,1020.9,1,1,1400,1,.5,,,7.7,10000,10.5,62
182,2017-10-15,17.3,25,34,2129,2056,70,80,19.8,15.6,1046,743,1023.3,1024.9,1022.2,18.5,3.5,448,2.5,1.5,,,8,2500,13.4,75
182,2017-10-16,14.1,23,31,117,103,80,80,20,16.4,1334,1558,1023.1,1024.4,1021.8,17,2.5,355,1.5,1,,,8,2500,13.7,78
182,2017-10-17,13.4,18,24,959,1133,80,90,20.6,16.9,1207,1,1022,1023.7,1020.4,0,0,,0,0,,,7.3,2500,13,68
182,2017-10-18,17.2,23,31,1647,1611,80,90,20.3,18.2,1353,724,1019.8,1021.5,1018.3,,,,,,,,7.8,2500,12.6,65
182,2017-10-19,7.9,17,22,28,28,90,90,19.6,16.1,1529,2236,1017.6,1019.1,1016.1,,,,,,,,6.6,2500,11.6,65
182,2017-10-20,9,14,19,1138,1423,70,80,20.6,15.7,1359,538,1017.3,1018.6,1016,,,,,,,,3.2,,12.3,68
182,2017-10-21,12.8,19,26,857,1345,70,80,21.3,17.5,1419,158,1014.9,1016.9,1012.3,,,,,,,,1.2,,11.1,61
182,2017-10-22,10.4,16,23,25,114,60,60,20.3,18.1,1626,214,1009.2,1012.3,1006.8,,,,,,,,2.4,13000,9.9,55
182,2017-10-23,6.5,12,17,912,50,80,70,19.3,14.1,1404,2359,1016.4,1021,1010.1,,,,,,,,3.1,15000,7.2,52
182,2017-10-24,4.4,8,12,1121,740,20,170,19.9,12.8,1355,109,1023.3,1025.4,1020.9,,,,,,,,3.3,11000,8.5,59
182,2017-10-25,5.5,8,12,851,1415,50,360,18.3,13,1311,2337,1024.9,1026.8,1023.6,,,,,,,,1.1,,7.8,61
182,2017-10-26,7.5,13,17,1536,1503,60,80,20.2,12.2,1205,215,1020.9,1023.6,1019,,,,,,,,2.5,13000,9.3,63
182,2017-10-27,6.9,13,17,1337,1335,60,80,20.5,14.3,1333,102,1018.7,1019.9,1017.4,,,,,,,,4.2,12000,11.6,68
182,2017-10-28,13.9,20,25,1747,1639,70,80,20.3,17.3,2211,140,1017.3,1019,1015.7,,,,,,,,7.4,12000,13.8,71
182,2017-10-29,16,22,37,1608,1930,320,330,20.2,12.9,1,2114,1018.7,1024.6,1014.3,,,,,,,,4,3500,9,61
182,2017-10-30,8.5,21,31,19,12,330,340,14.7,10.1,1342,2357,1025.9,1027.5,1023.9,,,,,,,,2.5,,2.6,50
182,2017-10-31,4.5,7,11,1232,1229,330,330,15.6,9.7,1228,59,1025.9,1027.6,1024.3,,,,,,,,1.5,,4.5,58
182,2017-11-01,5.2,8,11,2326,2137,180,190,16.8,10.3,1341,209,1022.8,1024.7,1021.2,,,,,,,,1.6,,6.7,64
182,2017-11-02,4.6,7,11,123,1351,180,340,18.1,11.5,1326,109,1019.4,1021.2,1018,,,,,,,,2.8,13000,8,64
182,2017-11-03,7,16,25,1552,1548,330,340,19.2,12.5,1231,2354,1021.6,1027.1,1019,,,,,,,,5.3,2000,8.1,62
182,2017-11-04,9.5,18,32,147,146,330,340,13.1,8.2,1421,2354,1028.8,1030.3,1026.8,,,,,,,,4.7,3500,1.4,50
182,2017-11-05,4.7,8,11,252,852,180,50,14.2,7.8,1545,425,1029,1031.1,1027.4,,,,,,,,1.2,,3.1,58
182,2017-11-06,5,8,12,1202,1905,30,190,18.8,9.8,1207,1,1025,1027.6,1023.2,,,,,,,,2.1,12000,9.2,68
182,2017-11-07,3.1,12,17,2220,2218,270,270,23,14.8,1214,105,1021,1023.6,1018.6,,,,,,,,6.5,12000,13.7,71
182,2017-11-08,6.9,13,21,445,446,300,310,20.1,10.4,330,2307,1021.3,1023.9,1018.7,,,,,,,,5.2,3000,11,70
182,2017-11-09,5.9,13,17,1515,1629,70,90,18.3,9.6,1620,542,1023.3,1025.1,1021.5,,,,,,,,.2,,6.1,61
182,2017-11-10,9.3,20,30,1228,1223,230,240,23.8,11.8,1208,607,1018.2,1021.5,1015,0,,,,,,,3.2,12000,9.5,61
182,2017-11-11,6.7,14,26,10,343,340,330,14.1,7.7,1,2257,1022.1,1023.6,1020.3,,,,,,,,2.8,12000,1.6,52
182,2017-11-12,4.3,7,11,531,1010,200,130,14,6.7,1603,453,1021.3,1022.6,1019.6,,,,,,,,3.5,15000,3.6,63
182,2017-11-13,4.8,10,16,1416,1429,300,310,17.2,8.8,1312,248,1018.9,1021.2,1016.4,,,,,,,,4.2,2500,6.8,69
182,2017-11-14,5.5,11,17,748,748,10,20,15.9,11.8,1005,2400,1019.9,1022.1,1018.2,,,,,,,,3.9,15000,4.5,52
182,2017-11-15,6.6,11,18,1510,1516,330,340,13.9,9,1119,100,1023,1024.6,1022,,,,,,,,3.7,18000,1,48
182,2017-11-16,4.9,10,15,1212,1225,60,70,12.8,8,1410,646,1024.3,1025.8,1022.9,,,,,,,,2.8,20000,1.7,55
182,2017-11-17,5.7,14,18,924,1000,80,90,15.7,8.4,1140,55,1018.7,1023,1016,1,,,,,,,7.2,2500,4.1,58
182,2017-11-18,13.3,20,31,319,1331,360,350,14.2,5.5,234,2021,1021.9,1026,1016.5,0,,,,,,,6.5,2500,.1,58
182,2017-11-19,8.3,16,26,821,536,10,340,8.8,6.1,1222,11,1027.3,1029.6,1025.8,,,,,,,,5.3,3500,-2.6,49
182,2017-11-20,5.6,10,18,200,1538,20,320,11.4,7.4,1321,2356,1027.2,1028.5,1025.5,2,,,,,,,5.5,2500,.9,57
182,2017-11-21,5.3,9,13,1413,708,60,190,12.5,5.3,1222,420,1026.1,1028.7,1022.7,,,,,,,,4.3,15000,1.7,59
182,2017-11-22,7.5,16,26,1941,2242,340,340,14.8,9.8,1222,1,1019.9,1022.7,1017.4,.5,,,,,,,7.4,2000,4.9,62
182,2017-11-23,13,19,30,1009,1503,330,340,10.6,8.3,1305,1019,1023.2,1025.4,1021.3,,,,,,,,5.5,3500,-2,45
182,2017-11-24,11.8,19,29,113,107,310,310,12,6.9,1348,2332,1026.6,1028.9,1024.2,.5,,,,,,,5.1,3500,-.5,49
182,2017-11-25,7.3,13,20,1200,1427,230,240,15.4,5.8,1353,150,1026.9,1029.1,1024.7,,,,,,,,6,18000,1.5,52
182,2017-11-26,7.9,13,20,541,535,230,230,16.3,10.5,1222,2358,1024.3,1027.1,1022.6,1,,,,,,,5.3,15000,6.3,61
182,2017-11-27,4.9,10,18,1,38,360,10,10.5,6.1,1,2313,1026.1,1028.2,1023.7,,,,,,,,1.2,,1.6,62
182,2017-11-28,4.4,7,11,500,1019,160,170,15.5,4.9,1530,236,1022.5,1024.3,1020.9,1.5,,,,,,,4.8,2500,8.6,81
182,2017-11-29,6.4,14,22,955,1000,10,20,14.4,8.8,1,2359,1024,1026.4,1021.5,8.5,,,,,,,8,2500,5.8,67
182,2017-11-30,6.7,12,20,1950,1946,10,10,8.9,4.5,1,2327,1027,1030.9,1023.9,,,,,,,,5.2,3000,-1.8,54
182,2017-12-01,6.2,10,18,219,219,340,340,7,4,1239,2352,1030.6,1032.1,1029.2,,,,,,,,4.7,3000,-3.2,53
182,2017-12-02,5.9,10,15,1024,1050,80,80,9.6,2.4,1356,254,1028.8,1031.8,1026.3,,,,,,,,4.4,13000,-2.2,54
182,2017-12-03,5.3,9,14,859,908,160,160,13.3,4.6,1337,127,1024.5,1026.8,1022.2,,,,,,,,3.9,15000,1.9,59
182,2017-12-04,10.9,19,31,1344,2019,330,350,12.3,5.5,521,2054,1022.9,1024.7,1021.1,0,,,,,,,7,2000,1.2,60
182,2017-12-05,13.1,23,35,1701,1657,310,320,7.3,2.7,2302,813,1023.3,1025.1,1021.6,2.5,,,,,,,6.8,3500,-2,60
182,2017-12-06,5.5,12,23,41,107,330,360,10.4,5.5,1504,522,1024.2,1025.4,1023.6,.5,,,,,,,5.9,3500,-2,50
182,2017-12-07,8.4,19,28,2225,2203,360,10,12.3,6.7,1039,609,1022.2,1023.8,1020.5,0,,,,,,,5.7,3000,.2,52
182,2017-12-08,14.9,26,38,556,554,330,340,7,3.4,1,952,1024.7,1026.2,1023.5,.5,,,,,,,6.8,2500,-3.2,54
182,2017-12-09,8.1,12,22,603,624,320,330,10.5,6.4,1347,18,1021.7,1024.5,1019.5,,,,,,,,6.7,3000,-1.5,50
182,2017-12-10,11.8,21,30,2131,818,330,270,13.1,6.5,1114,154,1016.8,1020.8,1014.5,6.5,,,,,,,6.2,2500,1.6,55
182,2017-12-11,15.5,22,35,138,201,330,340,9,3.1,1,2256,1024.1,1027,1020.5,.5,,,,,,,6.3,3000,-2.7,55
182,2017-12-12,10.9,17,28,147,227,330,350,4.5,1.4,146,946,1029.1,1030.9,1026.2,0,,,,,,,7,3000,-4.9,57
182,2017-12-13,7.7,12,19,841,839,10,10,3.9,2.2,1237,2147,1031.2,1032.9,1029.6,,,,,,,,6,3000,-4.8,57
182,2017-12-14,5.2,9,15,1154,350,80,40,7.3,.2,1509,638,1029.7,1031.8,1028.1,,,,,,,,5.7,18000,-4.5,52
182,2017-12-15,5,8,14,1046,2257,10,350,8.1,3.1,1058,634,1026.9,1028.8,1025.1,,,,,,,,5.6,12000,-3.2,53
182,2017-12-16,16.1,30,48,1938,1930,340,330,9.1,.7,233,2126,1027.5,1031.2,1025.1,3,,,,,.1,.1,7.2,2500,-1.6,60
182,2017-12-17,11.1,21,34,135,128,330,340,5.4,1.1,1955,138,1030.9,1033,1029.9,2.5,,,,,,,6.6,3000,-3.3,60
182,2017-12-18,7.8,14,23,2353,2019,310,280,8.8,4.5,2211,740,1029.9,1031.5,1028.1,0,,,,,,,6.8,3000,-2.2,52
182,2017-12-19,10.2,17,26,404,117,320,320,9.4,3.5,300,1922,1031.5,1033.6,1028.8,,,,,,,,6.8,3000,-3.2,51
182,2017-12-20,7.3,20,34,2353,2258,330,350,7.6,3.9,2249,5,1032.2,1033.7,1030.4,.5,,,,,,,5,3000,-3.6,52
182,2017-12-21,5.7,17,25,1,4,330,330,8.7,4.8,1143,2344,1031.7,1033.6,1030.1,0,,,,,,,4.8,3000,-2.3,52
182,2017-12-22,5.5,8,12,247,1404,180,280,11.4,3.7,1520,421,1027.8,1030.2,1025.9,,,,,,,,3,,0,59
182,2017-12-23,5,8,10,19,14,200,210,14.2,7.1,1200,219,1023.8,1026.2,1020.9,,,,,,,,5.8,4000,4.1,63
182,2017-12-24,14.7,26,40,1721,1936,310,330,14,7.4,1023,2400,1016,1021.5,1011.6,8.5,,,,,,,7,2500,4.8,66
182,2017-12-25,11.5,21,34,1,59,310,330,7.6,5.2,4,953,1024.5,1026,1021.5,,,,,,,,6.3,3000,-3.6,51
182,2017-12-26,11.7,16,26,1451,1811,320,330,8.7,4,1416,2313,1026.7,1029.9,1025.2,,,,,,,,6,3500,-3.1,50
182,2017-12-27,7.2,14,23,118,105,330,340,4.7,2.1,1316,2216,1030.3,1032.1,1029.3,,,,,,,,3.8,3500,-6,50
182,2017-12-28,4.5,12,16,1112,1109,40,50,6.8,1.6,1519,255,1029.2,1031.6,1027.2,,,,,,,,6,16000,-4.1,53
182,2017-12-29,4.8,9,14,2206,2130,330,330,11.1,3.4,1228,535,1028.3,1029.8,1027.1,,,,,,,,3.5,18000,.7,60
182,2017-12-30,4.9,12,19,2338,2340,310,310,11.6,9.1,1155,834,1025.1,1028,1022.6,1,,,,,,,6.7,2500,2.5,60
182,2017-12-31,11.5,20,29,413,407,330,340,9.6,6.4,5,947,1024.8,1026.4,1022.6,1,,,,,,,6.8,2500,-1.1,55
