지점,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%)
110,2017-06-30,4.5,10,14,1544,1348,300,280,30.9,20.6,1431,348,1008.7,1010.4,1006.9,,,,,,,,5.2,3000,18.2,68
110,2017-07-01,4.3,11,17,1556,1536,200,200,30.9,21.2,1501,448,1007.7,1009,1006.4,.5,.5,2041,.5,.5,,,6.8,2000,19,72
110,2017-07-02,5.7,13,34,2017,2009,250,250,27.4,22,1606,2357,1007.1,1008.6,1005.3,83,48,2252,30,15,,,8,1000,21.6,83
110,2017-07-03,8,15,24,411,402,250,280,28.5,22,1316,1,1006,1007.6,1004.1,38,28,1,19,10,,,7.9,2500,21.5,81
110,2017-07-04,4.3,12,16,1634,1242,310,290,31.1,23.1,1448,2340,1006.1,1008.9,1005,.5,.5,246,.5,.5,,,4.8,300,20.9,74
110,2017-07-05,3.6,9,16,1539,1525,300,290,32.3,22.2,1506,527,1010.2,1011.5,1008.8,,,,,,,,3.5,12000,20,69
110,2017-07-06,4.3,12,16,1543,1157,310,200,34.3,22.1,1338,451,1010.2,1011.8,1007.7,,,,,,,,4.8,2000,20.9,69
110,2017-07-07,7.8,15,22,1846,1801,200,200,29.2,23.7,1346,613,1007.7,1010.1,1005.9,18.5,6,1948,6,4.5,,,7.8,2000,22.1,77
110,2017-07-08,8.5,14,23,442,1002,210,200,28.1,24.7,1307,804,1006.4,1008.4,1005,3.5,2,517,2,2,,,8,2000,22.4,80
110,2017-07-09,5.2,16,22,2045,2039,160,150,31.7,23.5,1324,2322,1006.5,1008.5,1003.5,59.5,38.5,2039,26,12,,,7.2,2000,22.6,79
110,2017-07-10,6.4,14,22,1001,1059,210,210,26.2,22,1002,2034,1001.1,1003.5,999.7,111.5,27.5,1855,22,10.5,,,8,2000,22,88
110,2017-07-11,4.4,10,17,1605,1542,240,230,31.6,22.2,1456,307,1007.1,1010.4,1002,1.5,1.5,101,1.5,1.5,,,7.1,2000,21.7,78
110,2017-07-12,4.8,9,16,1523,1336,290,240,30.9,23.3,1500,2349,1010.5,1011.9,1009.2,0,0,,0,0,,,4.5,2000,21.9,77
110,2017-07-13,3.5,9,20,1335,922,310,190,31.5,21.6,1521,435,1008.2,1009.8,1006.5,,,,,,,,2.2,,21,72
110,2017-07-14,5.3,18,27,1547,1550,230,230,33.5,24.9,1147,3,1008,1009,1007.1,1,1,2340,1,1,,,4.3,2000,21.7,69
110,2017-07-15,5.4,11,21,1301,1658,230,230,26.7,22.8,1036,435,1009.7,1012.3,1007.8,39.5,15.5,259,9,5.5,,,8,2000,21.9,84
110,2017-07-16,3.5,8,17,1318,1611,220,220,29.7,23.1,1129,508,1011.9,1013.8,1009.3,19.5,12,345,9.5,5.5,,,7.8,2000,22.2,80
110,2017-07-17,3.3,10,19,1333,1714,230,230,29.7,23.6,1011,2305,1012.2,1013.4,1010.9,1.5,1.5,2205,1,.5,,,7.8,2000,21.9,76
110,2017-07-18,4.3,9,13,1628,1507,310,300,30.6,23.5,1332,505,1009.9,1012.1,1008.1,2,1.5,411,1,.5,,,5.5,2000,22.1,79
110,2017-07-19,4.3,12,15,1640,1633,300,290,32.6,23.9,1306,148,1007.5,1009.5,1005.2,,,,,,,,4.7,2000,21.7,72
110,2017-07-20,4.1,11,17,1532,1524,280,270,34.2,24.2,1435,409,1006.7,1008.6,1005.1,,,,,,,,3.5,4000,22.4,69
110,2017-07-21,5,9,21,1001,1225,210,210,32.8,26.8,1228,407,1008.1,1010.1,1006.2,,,,,,,,5.5,2500,23.8,73
110,2017-07-22,5,9,17,1444,1126,230,200,32.5,27.2,1639,607,1009.1,1010.7,1007.4,.5,.5,,.5,.5,,,7.4,2500,24,75
110,2017-07-23,4.8,9,18,343,1303,220,210,29.8,25.1,1625,911,1004.9,1007.8,1003.1,64.5,50,814,34.5,14,,,7.1,1000,24,83
110,2017-07-24,2.7,8,13,1141,1624,320,170,27.9,24.8,1550,1144,1003,1004.4,1001.7,8.5,6,1115,4.5,2.5,,,7.1,2000,22.4,81
110,2017-07-25,5.5,10,13,1631,930,330,290,34.1,23.4,1423,520,1003.7,1006.6,1002,,,,,,,,3.4,15000,22,70
110,2017-07-26,7,16,23,924,922,140,140,33,25.3,1409,431,1007.5,1009.1,1006.2,,,,,,,,2.9,,19.7,60
110,2017-07-27,3.9,7,12,814,943,180,190,29.8,23.8,1438,2346,1008.1,1009.4,1007,5,3,2223,2,1.5,,,6.8,2500,20.2,68
110,2017-07-28,4.2,7,11,1037,1129,150,160,26.6,23.6,1505,147,1008.1,1008.8,1007.5,8.5,3.5,435,2,1,,,7.8,2500,23,88
110,2017-07-29,6,12,17,1940,2024,140,120,30.6,24.8,1551,429,1007.6,1008.8,1006,,,,,,,,6.3,2500,22,74
110,2017-07-30,5.3,9,20,1619,1009,320,210,31.6,24.4,1501,521,1007.3,1008.3,1006.2,,,,,,,,5.4,2000,20.7,68
110,2017-07-31,3.7,10,13,1618,1553,180,200,26.4,24.3,1401,417,1008.9,1010.8,1007.3,6.5,3,1009,2,1.5,,,7.8,2500,21.9,83
110,2017-08-01,3.3,7,11,840,833,90,90,33.3,23.6,1426,519,1010.2,1011.5,1008.5,1,1,149,1,.5,,,5.5,3500,22.5,73
110,2017-08-02,3.2,8,12,1542,1236,340,260,33.8,24.7,1325,513,1007.6,1010.3,1005.5,,,,,,,,4.6,4000,23.6,73
110,2017-08-03,5.4,11,18,931,917,100,130,33.8,26.4,1432,203,1005,1006.2,1003.1,,,,,,,,4.3,18000,21.4,63
110,2017-08-04,4.6,11,15,1814,1810,340,330,34.6,25.1,1612,556,1005.4,1006.7,1004,,,,,,,,4.3,20000,21.3,63
110,2017-08-05,5.2,15,19,1357,1354,330,330,35.3,25.6,1149,532,1003.4,1005.1,1000.6,,,,,,,,3.6,20000,24,70
110,2017-08-06,4.3,12,19,1032,1026,180,170,33.6,26.3,1556,2345,1000.8,1002.4,998.8,0,0,,0,0,,,4.9,3000,23.7,74
110,2017-08-07,4.6,12,17,1611,1613,290,290,33.2,24.5,1248,600,999.8,1000.8,998.4,,,,,,,,1.7,20000,22.3,72
110,2017-08-08,4.3,10,14,1319,1315,290,290,30.4,24.1,1321,359,1000,1001,998.9,,,,,,,,6.1,3000,21.4,71
110,2017-08-09,4.8,10,15,1736,1739,140,110,32,24.3,1501,547,998,999.9,996.5,0,0,,0,0,,,7,8000,20,64
110,2017-08-10,3.9,10,13,15,11,120,110,27,23.9,950,733,1000.9,1003.3,998.8,1,.5,703,.5,.5,,,7.9,2000,21.6,80
110,2017-08-11,4.7,12,28,1708,1709,210,200,31.9,24.2,1318,12,1006.1,1009.1,1003.3,1,1,1807,1,1,,,4,2500,20.7,70
110,2017-08-12,5.3,10,15,709,1649,100,260,32.1,23.7,1331,534,1010.5,1011.7,1009,,,,,,,,3.5,15000,19.1,61
110,2017-08-13,8,12,17,1201,2033,120,110,29,24.1,1739,2308,1010.4,1011.8,1009,0,0,,0,0,,,7.2,3500,18.1,60
110,2017-08-14,7.2,12,18,908,913,100,100,27.1,22.7,1114,1928,1006.5,1009.5,1004.8,4,2.5,1539,2,1,,,8,3500,17.7,66
110,2017-08-15,6.5,11,18,1727,1726,100,90,24.6,21.4,18,1031,1003.2,1005,1001.7,99,37.5,937,21,9.5,,,8,1000,19.3,84
110,2017-08-16,6.4,12,17,955,931,110,100,27,21,1654,205,1005.4,1007.1,1003.6,8.5,8,133,7.5,3,,,7.7,2500,19.2,76
110,2017-08-17,4.2,9,14,205,207,110,100,28.2,21.6,1612,503,1008.1,1009.7,1007,5.5,3,437,3,3,,,6.5,2500,19.9,75
110,2017-08-18,2.9,8,13,1641,1658,290,260,29.8,22.8,1509,324,1011.1,1012.8,1009.4,,,,,,,,4.5,2500,20.8,75
110,2017-08-19,4.1,9,12,832,919,130,130,29.1,22.8,1427,229,1012,1013.5,1010.4,0,0,,0,0,,,6.5,3000,20.6,73
110,2017-08-20,8.8,15,20,19,13,130,130,26.4,22.4,1,403,1008.6,1011.7,1005.4,68.5,9,606,6.5,4.5,,,8,2000,20.8,84
110,2017-08-21,7.6,14,22,1037,1049,180,180,29.8,23.5,1532,535,1006.9,1009.7,1005.6,9,6,100,6,3,,,6.3,2500,21.8,78
110,2017-08-22,4,9,19,1641,1638,300,290,31.4,21.7,1421,553,1012,1014.4,1009.6,,,,,,,,2.7,,20.9,73
110,2017-08-23,7.9,16,25,1551,2000,240,220,30.5,22.9,1357,320,1011.6,1014,1009.6,29,10,828,10,8.5,,,6.5,2000,23.5,82
110,2017-08-24,10.5,21,33,1324,1149,230,220,29.1,21.6,1015,2350,1006.2,1009.6,1003.4,20,8,1245,6.5,5.5,,,5.8,2500,23.2,81
110,2017-08-25,3.5,11,16,1705,1817,280,280,30.7,19.9,1330,525,1008.8,1011.2,1007.6,,,,,,,,4.4,15000,17.2,69
110,2017-08-26,4,10,16,1311,1215,290,290,28.4,16.7,1535,609,1014,1016.1,1010.7,,,,,,,,1.6,,14.2,60
110,2017-08-27,3.2,6,11,857,1136,320,210,27.3,17.2,1433,354,1015.5,1017.6,1013.7,,,,,,,,7,12000,15.7,71
110,2017-08-28,4.5,17,25,1639,1656,10,350,26.1,17.4,1212,1749,1011.8,1013.7,1009.2,11.5,8.5,1702,5.5,3,,,7.4,3000,16.4,77
110,2017-08-29,8,13,18,927,924,330,320,22.6,15.2,1626,2307,1015,1017.1,1012.5,,,,,,,,5,14000,9.4,58
110,2017-08-30,3.4,7,12,1,1636,340,240,23.9,14.9,1711,229,1014.5,1016.3,1012.5,,,,,,,,5.8,14000,10.4,58
110,2017-08-31,4.2,11,17,1546,1532,340,340,26.9,14.8,1506,604,1012.7,1014,1010.6,,,,,,,,.8,200,14.3,68
110,2017-09-01,4.2,9,14,1751,1440,330,340,28.4,15,1354,451,1013.1,1014.5,1011.3,,,,,,,,0,,13,60
110,2017-09-02,3.7,10,18,1633,1540,290,270,29.6,16.3,1426,514,1013,1014.4,1011.3,,,,,,,,1.5,20000,14.6,64
110,2017-09-03,3.2,9,14,1546,1541,290,300,29.6,17.3,1352,514,1015,1016.6,1013.6,,,,,,,,2.3,20000,15.7,65
110,2017-09-04,3.3,8,15,1502,1504,310,290,30.5,17.7,1332,546,1015.5,1017.2,1013.9,,,,,,,,4,18000,14.5,61
110,2017-09-05,3.6,9,12,859,855,110,100,24.5,18.5,1245,335,1012.2,1015.1,1009.9,0,0,,0,0,,,7.5,10000,14.8,65
110,2017-09-06,2.7,5,10,1246,1246,320,300,24.2,17.1,1303,2353,1009,1010.7,1008,1.5,1,1508,.5,.5,,,7.5,2500,15.8,75
110,2017-09-07,3.2,8,12,1350,1201,300,290,27,16.4,1408,628,1008.3,1010.1,1006.9,,,,,,,,2.4,12000,16.5,74
110,2017-09-08,3.4,10,13,1615,1408,290,320,29.1,19.3,1404,104,1011.6,1013.2,1010,,,,,,,,1.3,900,17.2,71
110,2017-09-09,3.4,9,15,1722,1021,280,200,28.2,17,1513,630,1013.4,1014.6,1012.4,,,,,,,,3.2,20000,17.7,75
110,2017-09-10,3.2,7,11,1405,1415,120,90,26.4,18.5,1413,345,1013.9,1015.7,1011.2,0,0,,0,0,,,6.5,3000,17.6,75
110,2017-09-11,5.1,10,14,716,520,360,50,24.9,18.1,1532,829,1008.2,1011.3,1005.9,26,7.5,151,5,2,,,5.4,2500,16.5,77
110,2017-09-12,4.6,11,17,1537,1616,310,310,27.6,16.5,1353,420,1013.8,1017.8,1010.2,,,,,,,,.5,,12.7,61
110,2017-09-13,4.1,11,14,1509,1358,330,340,26.8,14.3,1524,545,1018.9,1020.2,1017.7,,,,,,,,0,,10.4,56
110,2017-09-14,4.4,11,14,1614,1613,320,320,27.7,13,1531,502,1019.7,1021.3,1017.5,,,,,,,,1.3,20000,10.6,55
110,2017-09-15,7.3,13,18,2313,1330,100,80,27.8,14.9,1441,550,1019.3,1021.3,1017.4,,,,,,,,2.8,20000,10.8,52
110,2017-09-16,7.7,13,20,1307,1315,110,80,27.6,14.8,1446,558,1015.1,1018.4,1011.9,,,,,,,,2.6,20000,10.1,49
110,2017-09-17,7,13,18,1728,1643,10,350,28.2,16.8,1511,2337,1008.3,1012.8,1004.7,,,,,,,,3,20000,11.7,54
110,2017-09-18,3.9,11,17,1433,1414,290,220,26.8,14.3,1406,618,1008.7,1010.1,1007,,,,,,,,.8,,13.3,64
110,2017-09-19,9,18,31,1435,1740,220,230,26.5,17.3,1424,602,1008.9,1010.7,1006.5,4,4,2034,4,3,,,4,1500,17.6,77
110,2017-09-20,5.5,10,15,1,208,310,310,23.9,11.9,1528,533,1012.8,1014.6,1009.8,,,,,,,,1,,8.1,52
110,2017-09-21,2.8,7,14,1657,1809,290,250,25.8,12.8,1445,546,1014.5,1016.1,1013,,,,,,,,.5,,11.4,64
110,2017-09-22,4.2,10,24,1136,1637,220,220,26.5,13.1,1309,553,1013.3,1014.7,1011.5,,,,,,,,1.9,18000,12.1,65
110,2017-09-23,4.8,8,18,402,1449,160,230,27.1,15.3,1432,48,1015.7,1016.9,1014.2,,,,,,,,4.2,2500,14.8,69
110,2017-09-24,4.1,14,21,2019,2020,350,360,27.9,16.4,1255,114,1015.7,1017.4,1013.2,0,0,,0,0,,,3.2,2000,16.6,74
110,2017-09-25,3.3,6,12,106,1426,310,220,29,15.3,1432,613,1015.2,1017,1013.4,,,,,,,,2.1,20000,14.5,65
110,2017-09-26,3.9,9,17,930,1523,140,210,30.3,16.5,1509,420,1012.3,1014.7,1010.1,0,0,,0,0,,,3.9,12000,15.9,66
110,2017-09-27,4.6,10,13,1851,1603,340,350,26.1,17.9,1458,2347,1008.1,1010.2,1005.2,0,0,,0,0,,,6.2,3000,15.8,70
110,2017-09-28,7.9,17,26,1625,1644,270,280,24,12.3,1414,2304,1011,1014.6,1009.2,,,,,,,,2.3,16000,8,54
110,2017-09-29,4.5,12,19,1502,1542,240,220,21.9,7.4,1221,624,1017.9,1020.3,1014.6,,,,,,,,2.7,20000,3.7,46
110,2017-09-30,5.7,11,22,1100,1125,190,210,24.9,13.5,1417,222,1021.5,1022.9,1019.9,,,,,,,,1.8,3000,11.5,62
110,2017-10-01,5.5,12,19,2029,1226,120,230,22.1,14.5,1159,137,1017.4,1021.8,1013.2,4.5,1.5,1238,1,1,,,7.3,3000,12.2,71
110,2017-10-02,6.4,12,18,1936,1556,330,340,27.7,15.6,1532,1,1011.8,1014.9,1009.7,.5,.5,16,.5,.5,,,2.3,3000,12.5,64
110,2017-10-03,7.2,12,18,1729,1735,320,310,22.3,10,1402,650,1018.8,1022.7,1014.7,,,,,,,,4.4,12000,5.1,50
110,2017-10-04,6.4,10,16,1525,1224,330,310,22.3,8.1,1424,634,1023.9,1025.8,1022.6,,,,,,,,4.1,18000,4,50
110,2017-10-05,4.7,10,16,840,929,120,120,22.6,10.2,1309,507,1023.7,1025,1022.1,,,,,,,,6.2,12000,8.5,57
110,2017-10-06,5.2,12,19,1259,1242,120,130,24,15.1,1202,514,1019.7,1022.9,1017.2,,,,,,,,5.5,3000,10.3,59
110,2017-10-07,4,7,14,1449,1540,100,190,26.7,16.3,1544,337,1020.2,1022.5,1018.3,,,,,,,,5.3,3000,13.8,69
110,2017-10-08,4,10,17,1655,1342,300,250,27.1,16.9,1415,424,1022.6,1024.2,1021.2,,,,,,,,4.5,4500,14.8,69
110,2017-10-09,3.3,8,12,1742,916,300,240,26,17.6,1522,9,1022,1024,1019.8,,,,,,,,4.7,7000,15,70
110,2017-10-10,4.4,10,17,2048,2126,210,200,24.9,16.7,1319,344,1018.8,1021.2,1015.3,2,1.5,2231,1,.5,,,7.1,2000,16.2,75
110,2017-10-11,7.3,13,18,239,232,290,290,21.1,11.3,1,2358,1018.8,1022.3,1015.2,19,7,342,6,3.5,,,7.2,2500,10.7,76
110,2017-10-12,5.4,11,15,529,526,360,350,13.7,6.3,1407,2359,1021.5,1023,1019.7,,,,,,,,5.8,11000,3.6,62
110,2017-10-13,4,8,13,1158,1109,330,310,18,3.7,1544,634,1023,1024.9,1021.5,,,,,,,,2.4,18000,3.2,61
110,2017-10-14,4.5,13,20,1551,1519,340,330,20,5.6,1408,535,1026.3,1028.2,1024.6,,,,,,,,3.3,20000,2.7,56
110,2017-10-15,3.8,8,13,1150,1146,110,110,21.3,5.9,1345,646,1027.8,1029.7,1026.1,,,,,,,,4.7,18000,3,49
110,2017-10-16,5,11,16,1420,1600,330,310,20.7,11.1,1415,2355,1027.4,1029.7,1025.1,,,,,,,,6,15000,5.4,55
110,2017-10-17,3.7,8,10,1646,1353,330,330,21.6,6.4,1346,625,1025.1,1027.2,1022.9,,,,,,,,.9,20000,3.7,53
110,2017-10-18,6,11,17,1050,1129,120,120,19.1,10.3,1127,20,1023.7,1025.5,1022.1,0,0,,0,0,,,7.4,4500,7.3,58
110,2017-10-19,3.4,8,11,2,4,130,130,21.9,9.6,1317,647,1020,1022.2,1017.7,,,,,,,,3,11000,7.3,61
110,2017-10-20,3.7,9,14,1617,1648,280,290,22.5,8.3,1447,652,1019.6,1021.2,1017.7,,,,,,,,.1,,7.3,64
110,2017-10-21,4.7,11,16,1455,1434,330,310,23.3,8,1447,651,1018.5,1020.7,1016.2,,,,,,,,.2,,7.4,64
110,2017-10-22,8.2,19,28,1338,1444,50,60,23,7,1225,702,1014.7,1016.7,1012.2,,,,,,,,1.2,,5.9,57
110,2017-10-23,4.3,9,13,1,31,20,10,18.1,5.9,1526,704,1018.4,1021.6,1015,,,,,,,,.6,,2.4,54
110,2017-10-24,3.1,8,15,1530,1602,310,310,19.4,7,1517,153,1024.2,1025.8,1021.6,,,,,,,,1.7,15000,5.1,64
110,2017-10-25,3.3,8,13,1359,1213,330,280,19.8,5,1416,643,1025.4,1027.5,1024.1,,,,,,,,2.1,20000,5.9,67
110,2017-10-26,2.4,7,11,1743,1742,300,300,18,8.6,1355,249,1022.2,1024.5,1019.3,,,,,,,,6.9,13000,6.3,65
110,2017-10-27,3,8,16,1756,1753,300,290,22.2,8.7,1432,701,1020.4,1021.6,1018.7,,,,,,,,2,13000,7.1,63
110,2017-10-28,3.8,7,13,1425,1445,340,320,22.6,7.2,1445,713,1020.7,1022.9,1019,,,,,,,,0,,7.3,66
110,2017-10-29,9.9,21,27,1545,1700,310,300,17.4,5,1216,2355,1018.1,1022.7,1014.6,,,,,,,,.1,,-.3,51
110,2017-10-30,5.4,11,16,13,9,320,320,12.5,-.5,1439,703,1026.1,1028.1,1022.6,,,,,,,,0,,-9.4,34
110,2017-10-31,4,10,18,1324,1612,300,220,15.8,-.5,1346,608,1025.6,1028.1,1023.2,,,,,,,,2.2,18000,.4,58
110,2017-11-01,5.7,11,19,1543,1608,230,230,18.2,8.3,1335,602,1021.2,1023.3,1019.6,,,,,,,,6.3,4000,8.5,71
110,2017-11-02,5,9,18,1200,1215,210,210,18.9,12.1,1147,120,1018.6,1020.4,1017.1,.5,,,,,,,6.9,2500,10.6,76
110,2017-11-03,8.2,15,22,1619,1709,290,280,16.6,4.7,1324,2241,1020.1,1025.3,1017.2,1,,,,,,,3.3,2000,5.1,65
110,2017-11-04,5.1,9,14,128,1636,320,260,12.3,1.5,1429,2330,1029.1,1031.1,1025.3,,,,,,,,1.4,6000,-2.8,52
110,2017-11-05,2.5,8,11,1522,648,300,170,15,-.3,1414,308,1029.4,1031.6,1027.4,,,,,,,,2.3,3500,-.9,60
110,2017-11-06,3.9,8,18,938,1315,180,220,16.3,4.9,1327,6,1025.1,1027.4,1022.9,,,,,,,,4.3,3000,3.9,64
110,2017-11-07,3.9,8,14,209,1519,150,230,19.2,6.3,1434,15,1021.3,1024.7,1018.1,,,,,,,,6.5,2500,6.3,60
110,2017-11-08,7.2,15,20,1538,1538,350,340,18,4.9,1327,2357,1020.5,1024.5,1017.7,0,,,,,,,2.5,2000,3.2,57
110,2017-11-09,2.3,5,8,1647,930,320,260,16.7,1.3,1508,400,1024.6,1027,1021.6,,,,,,,,.2,,-3.2,50
110,2017-11-10,8.3,18,28,1455,1254,280,220,16.6,3.5,1233,128,1016.7,1021.6,1010.6,6.5,,,,,,,4.5,2500,2.7,66
110,2017-11-11,5.7,15,20,946,931,330,330,10,0,1501,2343,1022.2,1023.9,1020.3,,,,,,,,0,,-5.9,47
110,2017-11-12,2.5,8,13,1425,1640,310,270,10.7,-2.6,1332,637,1022.5,1023.6,1020.8,,,,,,,,1.7,18000,-2.7,64
110,2017-11-13,5.8,13,20,2137,2131,220,200,12.6,1.2,2026,30,1017.7,1021.3,1014.9,4,,,,,,,6.9,2500,1.7,66
110,2017-11-14,5.8,15,24,1138,1132,280,280,11.3,.6,1204,2400,1019.4,1021.2,1016.6,,,,,,,,1.7,,-4.4,45
110,2017-11-15,7.8,18,28,1354,1348,290,290,7.3,-2.1,1250,2339,1022.4,1025.8,1020,0,,,,,,,2.4,3000,-8.2,48
110,2017-11-16,3,7,12,1314,1312,350,340,5.4,-5.2,1444,539,1026,1027.8,1024.4,,,,,,,,0,,-11.6,45
110,2017-11-17,5.1,16,22,2232,2229,330,330,7.5,-4.3,1623,245,1020.4,1025.2,1016.1,0,,,,,,,5.9,3000,-8.4,48
110,2017-11-18,11,18,25,420,1121,330,340,2.4,-5.8,32,2209,1024.2,1027.6,1020.3,,,,,,,,.3,12000,-15.6,38
110,2017-11-19,4.7,13,20,1329,1326,330,320,3.7,-8.9,1507,542,1027.9,1029.7,1026.2,,,,,,,,2.2,20000,-14.4,41
110,2017-11-20,3.2,9,12,1400,1220,350,210,4.1,-6.8,1225,549,1027.3,1029.5,1025,0,,,,,,,1.6,3000,-9.1,59
110,2017-11-21,2.8,7,10,2341,1253,150,250,7.5,-8.1,1549,712,1027.2,1030.2,1023.2,,,,,,,,1.4,100,-6.6,64
110,2017-11-22,7.5,19,26,1616,1417,300,300,11.6,-2,1303,2355,1018.7,1023.2,1015.4,.5,,,,,,,3.9,2500,-4.1,55
110,2017-11-23,5.5,17,25,1158,1150,320,310,5.7,-6,1315,544,1021.1,1022,1019.9,.5,,,,,.5,.5,2.9,3000,-9,52
110,2017-11-24,4.3,13,19,1351,1350,330,330,3.2,-6.6,1339,511,1025,1028.4,1021.3,0,,,,,.1,.6,2.9,3000,-7.8,65
110,2017-11-25,5.5,15,23,1206,1309,180,200,8.2,-5.9,1812,111,1023.6,1028.1,1019.3,23.5,,,,,,,5.3,1500,-1.5,75
110,2017-11-26,5.6,12,16,1255,1247,360,350,6.8,-2.4,1445,2330,1025.4,1029.4,1021.6,,,,,,,,3.5,100,-2.8,74
110,2017-11-27,2.8,7,12,1633,1629,300,290,7.7,-5,1424,725,1027.6,1029.9,1024.1,,,,,,,,.1,,-6.6,61
110,2017-11-28,3,6,11,712,1208,310,190,10.9,-2.4,1523,644,1022.9,1024.8,1021.8,0,,,,,,,5.7,2500,-1.6,66
110,2017-11-29,7.8,14,18,2039,2034,340,330,6.6,-2.6,1,2359,1026.6,1028.7,1022.2,0,,,,,,,3.6,2000,-8.2,51
110,2017-11-30,8.4,15,20,1436,1403,320,320,1.9,-6.3,1411,625,1029.5,1031.9,1027.4,,,,,,,,1.3,11000,-18.9,31
110,2017-12-01,3.5,8,16,1342,1322,290,260,3,-8.8,1424,721,1031.3,1032.9,1029.7,0,,,,,,,1.2,3000,-13,50
110,2017-12-02,4.2,8,14,1400,1321,210,220,7.5,-8.4,1430,520,1028.6,1031.9,1025.4,0,,,,,,,2.5,3000,-6.2,63
110,2017-12-03,4,14,15,51,46,150,150,9.8,2,1426,48,1023.4,1026.1,1022.1,2.5,,,,,,,7,2000,.9,75
110,2017-12-04,9.2,17,25,1331,1331,310,310,3.6,-6.3,24,2235,1023.7,1025,1021.9,0,,,,,,,1.6,3000,-11.4,49
110,2017-12-05,5.6,13,19,1218,1215,320,320,-.4,-8.4,1403,731,1023.5,1025,1022.2,0,,,,,.3,.3,1.2,2500,-16.7,40
110,2017-12-06,5.9,12,18,1710,1702,340,320,6,-5.9,1450,619,1022.6,1024.4,1021.1,1,,,,,.3,.6,4,2200,-5.9,65
110,2017-12-07,6.9,13,18,1827,1823,320,320,4.1,-4.6,1416,2342,1023.2,1025.6,1020.9,,,,,,,,4.2,100,-6,68
110,2017-12-08,5,11,15,402,214,310,340,-.4,-7.1,1430,737,1024.9,1026.5,1023.1,,,,,,,,1.6,3000,-15.5,42
110,2017-12-09,2.8,7,13,1510,1443,190,220,5.3,-7.4,1439,636,1020.9,1023.1,1018.4,,,,,,,,2.4,3000,-10.7,50
110,2017-12-10,7.5,19,27,1627,1631,320,330,8.7,-2.8,1352,2353,1014.9,1021.1,1009.8,6,,,,,.2,.2,5,2500,-4.6,65
110,2017-12-11,9.9,21,28,1122,1122,300,300,-2.8,-11.5,1,2316,1024.4,1029,1020.9,,,,,,,,.4,,-18.8,40
110,2017-12-12,5.9,13,16,952,943,330,320,-5.2,-12.7,1436,607,1030.9,1032.9,1028.8,,,,,,,,0,,-19.9,45
110,2017-12-13,6.1,11,15,914,855,350,350,-4.5,-12.2,1527,505,1033.2,1034.3,1031.8,,,,,,,,0,,-20.4,42
110,2017-12-14,3.2,7,11,1257,1255,40,30,-2.3,-12.6,1511,219,1032.8,1034.8,1030.9,,,,,,,,4,15000,-17.3,49
110,2017-12-15,3.1,9,13,2032,2034,330,320,.9,-10.2,1436,426,1027.6,1031.3,1024.2,0,,,,,,,5.6,2000,-12.6,55
110,2017-12-16,8.3,17,24,1434,1442,340,320,-1.9,-8.9,1358,2350,1028.3,1031.5,1026.2,,,,,,,,.9,,-16.9,46
110,2017-12-17,3.8,9,12,119,117,330,320,-2.3,-12.9,1448,743,1031.5,1033.2,1029.9,,,,,,,,.7,3000,-18.7,43
110,2017-12-18,6,12,22,1841,1837,260,250,5.1,-5.1,1442,1,1027,1030.3,1024.1,2.2,,,,,4.3,4.3,5.3,2500,-5.7,69
110,2017-12-19,5.8,15,21,705,702,340,330,-1.2,-9,1339,2317,1032.2,1034.5,1028.7,,,,,,,,.4,,-14.1,51
110,2017-12-20,5,11,20,1359,1757,180,300,2,-12.4,1352,346,1031.3,1034.5,1028.4,.5,,,,,2.3,2.3,4,2000,-10.4,65
110,2017-12-21,3.4,8,14,1447,1603,300,240,4.4,-11.4,1431,658,1031.8,1034.1,1029.6,,,,,,,2,1.5,,-8.1,73
110,2017-12-22,6,11,19,2234,1503,190,200,7.8,-4.7,1450,636,1026.4,1029.6,1024.5,,,,,,,,3.9,2500,-3,66
110,2017-12-23,3.8,8,12,110,801,190,170,9.4,0,1436,539,1023.2,1025.3,1021,,,,,,,,5.3,2000,.4,73
110,2017-12-24,6.8,13,19,1542,1544,320,310,5.8,-.8,505,2347,1014.4,1021,1009.1,18,,,,,,,5.8,2000,-.6,78
110,2017-12-25,6.2,14,20,418,237,310,320,.2,-5.2,1531,736,1023.5,1025.6,1018,,,,,,,,1.1,3000,-12.7,46
110,2017-12-26,7.7,16,22,1346,1116,320,300,-1.2,-8.2,1309,2340,1026.2,1030.5,1023.2,,,,,,,,.5,3000,-15.4,47
110,2017-12-27,4.5,11,15,1244,916,310,300,-3.5,-11,1406,804,1031,1032.7,1030,,,,,,,,0,,-20.5,37
110,2017-12-28,2.8,6,8,1443,1310,340,330,.1,-8.4,1243,22,1030.5,1032.7,1028.2,0,,,,,,,6.2,2000,-13.8,44
